section,brand,model_ocr,reason,brand_in_catalog,catalog_season,catalog_model_year,source_docId,source_url,note
mens,O-Matic,Sweet Hampus Mosesson,MODEL_NEW_CANDIDATE,yes (zero-models),2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,zero-model brand; new model sourced BT 08/09 (MY2009). Human verify.
mens,O-Matic,Awesome Todd Richards,MODEL_NEW_CANDIDATE,yes (zero-models),2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,zero-model brand; new model sourced BT 08/09 (MY2009). Human verify.
mens,O-Matic,Celebrity Louie Vito,MODEL_NEW_CANDIDATE,yes (zero-models),2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,zero-model brand; new model sourced BT 08/09 (MY2009). Human verify.
mens,O-Matic,Extr-emo,MODEL_NEW_CANDIDATE,yes (zero-models),2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,zero-model brand; new model sourced BT 08/09 (MY2009). Human verify.
mens,O-Matic,Boron,MODEL_NEW_CANDIDATE,yes (zero-models),2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,zero-model brand; new model sourced BT 08/09 (MY2009). Human verify.
mens,Apo Snowboards,Family Series,BRAND_NEW,no,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand absent from catalog
mens,Apo Snowboards,MTD,BRAND_NEW,no,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand absent from catalog
mens,Apo Snowboards,Line,BRAND_NEW,no,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand absent from catalog
mens,Apo Snowboards,Selekta,BRAND_NEW,no,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand absent from catalog
mens,Artec,Phenom,BRAND_IDENTITY_FLAG,name-collision,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,Catalog 'Artec' = Slovenia/dormant. This is the US Artec snowboard brand (Phenom/Nima Jalali/Cipher). Likely a DIFFERENT company; do NOT attach to the Slovenian Artec. Human to resolve (may need a new brand row).
mens,Artec,Nima Jalali,BRAND_IDENTITY_FLAG,name-collision,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,Catalog 'Artec' = Slovenia/dormant. This is the US Artec snowboard brand (Phenom/Nima Jalali/Cipher). Likely a DIFFERENT company; do NOT attach to the Slovenian Artec. Human to resolve (may need a new brand row).
mens,Artec,Cipher,BRAND_IDENTITY_FLAG,name-collision,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,Catalog 'Artec' = Slovenia/dormant. This is the US Artec snowboard brand (Phenom/Nima Jalali/Cipher). Likely a DIFFERENT company; do NOT attach to the Slovenian Artec. Human to resolve (may need a new brand row).
mens,Artec,Gabe Taylor,BRAND_IDENTITY_FLAG,name-collision,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,Catalog 'Artec' = Slovenia/dormant. This is the US Artec snowboard brand (Phenom/Nima Jalali/Cipher). Likely a DIFFERENT company; do NOT attach to the Slovenian Artec. Human to resolve (may need a new brand row).
mens,GNU,CHB,MODEL_NEW_CANDIDATE,yes,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand confirmed; model not in catalog. Sourced BT 08/09 (MY2009). Human verify.
mens,Atomic,Exeter,MODEL_NEW_CANDIDATE,yes,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand confirmed; model not in catalog. Sourced BT 08/09 (MY2009). Human verify.
mens,FTWO,Prime,BRAND_NEW,no,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,"FTWO (F.TWO) = separate German brand carrying F2's former freestyle models. Add as its own brand, NOT under F2. Human verify."
girls,Elan,Zena,MODEL_NEW_CANDIDATE,yes,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand confirmed; model not in catalog. Sourced BT 08/09 (MY2009). Human verify.
girls,FTWO,Gipsy,BRAND_NEW,no,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,"FTWO (F.TWO) = separate German brand carrying F2's former freestyle models. Add as its own brand, NOT under F2. Human verify."
girls,FTWO,Bloom,BRAND_NEW,no,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,"FTWO (F.TWO) = separate German brand carrying F2's former freestyle models. Add as its own brand, NOT under F2. Human verify."
girls,Ride,Canvas,MODEL_NEW_CANDIDATE,yes,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand confirmed; model not in catalog. Sourced BT 08/09 (MY2009). Human verify.
girls,Ride,Zeta,MODEL_NEW_CANDIDATE,yes,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand confirmed; model not in catalog. Sourced BT 08/09 (MY2009). Human verify.
girls,Rome,Showtime,MODEL_NEW_CANDIDATE,yes,2008/09,2009,blue-tomato-snowboardkatalog0809,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0809,brand confirmed; model not in catalog. Sourced BT 08/09 (MY2009). Human verify.
