section,brand,model_ocr,catalog_model_name,match_type,confidence,catalog_season,catalog_model_year,page,price_eur,source_docId,source_url,caption,note
mens,Elan,Endless,Endless,EXACT,verified,2004/05,2005,15,349.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Elan Endless 166,
mens,Nitro,Shogun,Shogun,EXACT,verified,2004/05,2005,16,659.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Shogun 166,
mens,Nitro,Shadow,Shadow,EXACT,verified,2004/05,2005,16,479.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Shadow 159,
mens,Nitro,Misfits,Misfit,QUALIFIED,verified,2004/05,2005,16,439.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Misfits 155.6 white,printed 'Misfits' = catalog 'Misfit' + edition/graphic/spelling qualifier
mens,Nitro,Team Series,Team,QUALIFIED,verified,2004/05,2005,16,419.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Team Series 157,printed 'Team Series' = catalog 'Team' + edition/graphic/spelling qualifier
mens,Nitro,Magnum,Magnum,EXACT,verified,2004/05,2005,16,399.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Magnum 161w,
mens,Nitro,Punisher,Punisher,EXACT,verified,2004/05,2005,16,389.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Punisher 159,
mens,Forum,Warrior,Warrior,EXACT,verified,2004/05,2005,18,519.9,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum Warrior 160 Insert,
mens,Forum,Division,Division,EXACT,verified,2004/05,2005,18,519.9,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum Division 155,
mens,Forum,Devun Walsh,Devun Walsh,EXACT,verified,2004/05,2005,18,499.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum Devun Walsh 159w,pro model: Devun Walsh
mens,Forum,JP Walker,JP Walker,EXACT,verified,2004/05,2005,18,499.9,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum JP Walker 154mw,pro model: JP Walker
mens,Forum,Destroyer,Destroyer,EXACT,verified,2004/05,2005,19,479.9,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum Destroyer 152,
mens,Forum,Youngblood,Youngblood,EXACT,verified,2004/05,2005,19,399.9,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum Youngblood 148,
mens,Völkl,Selecta,Selecta,EXACT,verified,2004/05,2005,20,649.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Völkl Selecta 168,
mens,Salomon,Fastback,Fastback,EXACT,verified,2004/05,2005,21,529.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Salomon Fastback 167,
mens,Salomon,Forecast ERA,Forecast,QUALIFIED,verified,2004/05,2005,21,499.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Salomon Forecast ERA 163,printed 'Forecast ERA' = catalog 'Forecast' + edition/graphic/spelling qualifier
mens,Salomon,Prospect,Prospect,EXACT,verified,2004/05,2005,21,399.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Salomon Prospect 157,
mens,Salomon,Ace,Ace,EXACT,verified,2004/05,2005,21,349.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Salomon Ace 165,
mens,Palmer,Andy Finch Pro,Andy Finch,QUALIFIED,verified,2004/05,2005,22,499.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Palmer Andy Finch Pro 159,printed 'Andy Finch Pro' = catalog 'Andy Finch' + edition/graphic/spelling qualifier
mens,Rad-Air,Tanker,Tanker,EXACT,verified,2004/05,2005,23,599.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Rad Air Tanker,
mens,Head,Team i. CT,i.CT,QUALIFIED,verified,2004/05,2005,23,649.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Head Team i. CT 158,printed 'Team i. CT' = catalog 'i.CT' + edition/graphic/spelling qualifier
mens,Head,Force i.,Force,QUALIFIED,verified,2004/05,2005,23,399.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Head Force i. 157,printed 'Force i.' = catalog 'Force' + edition/graphic/spelling qualifier
mens,Head,Matrix,Matrix,EXACT,verified,2004/05,2005,23,299.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Head Matrix 157,
mens,F2,Glide,Glide,EXACT,verified,2004/05,2005,24,389.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,F2 Glide 156 + Bdg. Pipe 04/05,
mens,Santa Cruz,Allstar,Allstar,EXACT,verified,2004/05,2005,24,379.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,SC Allstar 157 + Bdg. Allstar,
mens,Santa Cruz,Massacre,Massacre,EXACT,verified,2004/05,2005,24,359.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,SC Massacre 161 + Bdg Zerocks,
mens,Rossignol,Sultan,Sultan,EXACT,verified,2004/05,2005,25,349.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Rossignol Sultan Wide 161 + Bdg,
mens,Völkl,Sensor,Sensor FR,QUALIFIED,verified,2004/05,2005,25,299.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Völkl Sensor 158 + Bdg,printed 'Sensor' = catalog 'Sensor FR' + edition/graphic/spelling qualifier
mens,Head,Rush,Rush,EXACT,verified,2004/05,2005,25,299.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Head Rush 160 + Bdg A1 04/05,
mens,F2,Speedster RS,Speedster RS,EXACT,verified,2004/05,2005,26,649.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,F2 Speedster RS 177 04/05,
mens,F2,Silberpfeil,Silberpfeil,EXACT,verified,2004/05,2005,26,599.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,F2 Silberpfeil 172,
mens,F2,Speedster SL,Speedster SL,EXACT,verified,2004/05,2005,26,549.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,F2 Speedster SL 166,
mens,Forum,JP Walker,JP Walker,EXACT,verified,2003/04,2004,28,379.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum JP Walker 163 Pro Model 03/04,pro model: JP Walker
mens,Forum,Peter Line,Peter Line,EXACT,verified,2003/04,2004,28,379.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum Peter Line 155 Pro Modell 03/04,pro model: Peter Line
mens,F2,Eliminator LTD,Eliminator,QUALIFIED,verified,2003/04,2004,28,329.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,F2 Eliminator LTD 161 03/04,printed 'Eliminator LTD' = catalog 'Eliminator' + edition/graphic/spelling qualifier
mens,F2,Eliminator,Eliminator,EXACT,verified,2003/04,2004,28,229.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,F2 Eliminator 158 03/04,
mens,F2,Glide,Glide,EXACT,verified,2003/04,2004,29,229.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,F2 Glide 03/04 + Bindung Pipe,
mens,Rossignol,Sultan,Sultan,EXACT,verified,2003/04,2004,29,199.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Rossignol Sultan Wide Spec. Edition + Snowpro Pipemaster,
mens,Völkl,Sensor,Sensor FR,QUALIFIED,verified,2003/04,2004,29,229.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Völkl Sensor 03/04 + Bindung Allround Force,printed 'Sensor' = catalog 'Sensor FR' + edition/graphic/spelling qualifier
mens,Burton,Clash,Clash,EXACT,verified,2003/04,2004,29,329.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Burton Clash 03/04 + Bindung Foundation M,
girls,Burton,Feelgood,Feelgood,EXACT,verified,2004/05,2005,72,549.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Burton Feelgood 149,
girls,Burton,Troop,Troop,EXACT,verified,2004/05,2005,72,449.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Burton Troop 151,
girls,Burton,Feather,Feather,EXACT,verified,2004/05,2005,72,329.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Burton Feather 147,
girls,Burton,Punch,Punch,EXACT,verified,2004/05,2005,72,239.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Burton Punch 145,
girls,Nitro,Fate,Fate,EXACT,verified,2004/05,2005,73,389.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Fate 152,
girls,Nitro,Mystique,Mystique,EXACT,verified,2004/05,2005,73,319.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Nitro Mystique 149,
girls,Forum,Star,Star,EXACT,verified,2004/05,2005,73,449.9,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Forum Star 149,
girls,Head,Glam,Glam,EXACT,verified,2004/05,2005,73,299.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Head Glam 145 + Bdg A1 M,
girls,Santa Cruz,Muse,Muse,EXACT,verified,2004/05,2005,74,499.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Santa Cruz Muse Antique 148,
girls,Santa Cruz,Cuna,Cuna,EXACT,verified,2004/05,2005,74,399.0,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Santa Cruz Cuna Aartsy 151,
girls,Atomic,Tika,Tika,EXACT,verified,2004/05,2005,74,299.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Atomic Tika 144 + Bdg Straight Shoot,
girls,Rossignol,Zena,Zena,EXACT,verified,2004/05,2005,74,329.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Rossignol Zena 148,
girls,Rossignol,Sonar,Sonar,EXACT,verified,2004/05,2005,74,349.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Rossignol Sonar 153 + Snowpro Pipemaster,
girls,Völkl,Destiny,Destiny,EXACT,verified,2004/05,2005,74,479.95,blue-tomato-snowboardkatalog0405,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0405,Völkl Destiny 152,
