section,brand,model_ocr,reason,brand_in_catalog,catalog_season,catalog_model_year,page,size,source_docId,source_url,note
mens,Rossignol,Jonas Emery,MODEL_NEW_CANDIDATE,yes,2006/07,2007,12,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Capita,Stair Master,MODEL_NEW_CANDIDATE,yes,2006/07,2007,14,148,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Capita,MHT,MODEL_NEW_CANDIDATE,yes,2006/07,2007,14,152,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Capita,Mid Life Theory,MODEL_NEW_CANDIDATE,yes,2006/07,2007,14,155,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Capita,Travis Parker Texas,MODEL_NEW_CANDIDATE,yes,2006/07,2007,14,154,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Forum,Jiblet,MODEL_NEW_CANDIDATE,yes,2006/07,2007,15,150,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Volkl,Squad Prime,MODEL_NEW_CANDIDATE,yes,2006/07,2007,16,154,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model NOT in catalog (fuzzy spurious/distinct). Human verify.
mens,Volkl,Wall Pro,MODEL_NEW_CANDIDATE,yes,2006/07,2007,16,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Volkl,Vibe,MODEL_NEW_CANDIDATE,yes,2006/07,2007,16,158,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Volkl,Pulse,MODEL_NEW_CANDIDATE,yes,2006/07,2007,16,163,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Volkl,Wall AM,MODEL_NEW_CANDIDATE,yes,2006/07,2007,16,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Elan,Artec 3.1,MODEL_NEW_CANDIDATE,yes,2006/07,2007,17,158,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Elan,Artec 3.3,MODEL_NEW_CANDIDATE,yes,2006/07,2007,17,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Elan,Artec Team,MODEL_NEW_CANDIDATE,yes,2006/07,2007,17,156,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Jeenyus,Wedge,BRAND_NEW,no,2006/07,2007,18,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
mens,Nitro,Misfit League,MODEL_NEW_CANDIDATE,yes,2006/07,2007,19,158.6,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model NOT in catalog (fuzzy spurious/distinct). Human verify.
mens,Nitro,Team Art Attack,MODEL_NEW_CANDIDATE,yes,2006/07,2007,19,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model NOT in catalog (fuzzy spurious/distinct). Human verify.
mens,Nitro,Pantera LX,MODEL_NEW_CANDIDATE,yes,2006/07,2007,19,162,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model NOT in catalog (fuzzy spurious/distinct). Human verify.
mens,Hammer,Private,MODEL_NEW_CANDIDATE,yes (zero-models),2006/07,2007,20,164,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Hammer,Twenty One,MODEL_NEW_CANDIDATE,yes (zero-models),2006/07,2007,20,155,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Hammer,Contact,MODEL_NEW_CANDIDATE,yes (zero-models),2006/07,2007,20,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Hammer,Broadline,MODEL_NEW_CANDIDATE,yes (zero-models),2006/07,2007,20,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Apo Snowboards,Family Series,BRAND_NEW,no,2006/07,2007,20,156,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
mens,Apo Snowboards,MTD,BRAND_NEW,no,2006/07,2007,20,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
mens,Apo Snowboards,Seed,BRAND_NEW,no,2006/07,2007,20,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
mens,Apo Snowboards,Selekta,BRAND_NEW,no,2006/07,2007,20,153,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
mens,Atomic,Discharger,MODEL_NEW_CANDIDATE,yes,2006/07,2007,21,158,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Atomic,Exeter,MODEL_NEW_CANDIDATE,yes,2006/07,2007,21,164,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Myst,MODEL_NEW_CANDIDATE,yes,2006/07,2007,22,158,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Floater,MODEL_NEW_CANDIDATE,yes,2006/07,2007,22,159,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Santa Cruz,Rebell,MODEL_NEW_CANDIDATE,yes,2006/07,2007,22,142,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Speedster GTS,MODEL_NEW_CANDIDATE,yes,2006/07,2007,23,163,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
girls,Burton,G Twin,MODEL_NEW_CANDIDATE,yes,2006/07,2007,84,150,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model NOT in catalog (fuzzy spurious/distinct). Human verify.
girls,F2,Electra,MODEL_NEW_CANDIDATE,yes,2006/07,2007,87,150,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
girls,Jeenyus,Wedge,BRAND_NEW,no,2006/07,2007,87,152,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
girls,Apo Snowboards,Isis,BRAND_NEW,no,2006/07,2007,87,152,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
girls,Apo Snowboards,MTD,BRAND_NEW,no,2006/07,2007,87,151,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand absent from catalog
