brand,model,publisher,season,docId,page,model_year,source_file
Rome,Mod,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Rome,Reverb,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Rome,Factory Rocker,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Rome,Garage Rocker,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Man's Board,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Villain,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Salomonder,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Craft,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Sanchez,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Pulse,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Capita,Space Metal Fantasy,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Rome,Lo-Fi,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Gypsy,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Wonder,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Oh Yeah,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Salomon,Lotus,Blue Tomato,2015/16,blue-tomato_snowboard_katalog_16,,2016,issuu-bluetomato-1516-confirmations.csv
Capita,Spring Break Slush Slasher,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Salomon,Gypsy,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Salomon,Wonder,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Salomon,Oh Yeah,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Salomon,Lotus,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Capita,Space Metal Fantasy,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Rome,Royal,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Rome,Lo-Fi,Blue Tomato,2016/17,blue-tomato_snowboard_katalog1617,,2017,issuu-bluetomato-1617-confirmations.csv
Capita,Spring Break Slush Slasher,Blue Tomato,2018/19,blue-tomato-snowboard-catalogue-201,,2019,issuu-bluetomato-1819-confirmations.csv
Amplid,Milligram,Blue Tomato,2018/19,blue-tomato-snowboard-catalogue-201,,2019,issuu-bluetomato-1819-confirmations.csv
Salomon,Sight,Blue Tomato,2018/19,blue-tomato-snowboard-catalogue-201,,2019,issuu-bluetomato-1819-confirmations.csv
Salomon,Villain,Blue Tomato,2018/19,blue-tomato-snowboard-catalogue-201,,2019,issuu-bluetomato-1819-confirmations.csv
Capita,Spring Break Slush Slasher,Method Snowboard Magazine,2016/17 (17.1),buyers_guide_17.1_issuu,,2017,issuu-method-vol171-confirmations.csv
Salomon,Villain,Method Snowboard Magazine,2016/17 (17.1),buyers_guide_17.1_issuu,,2017,issuu-method-vol171-confirmations.csv
Capita,Spring Break Slush Slasher,Method Snowboard Magazine,2017/18 (18.1),181_boards_guide,,2018,issuu-method-vol181-confirmations.csv
Salomon,Villain,Method Snowboard Magazine,2017/18 (18.1),181_boards_guide,,2018,issuu-method-vol181-confirmations.csv
Salomon,Highpath,Method Snowboard Magazine,2022/23 (Vol 23),methodmag_23-product_guide-lo,,2023,issuu-method-vol23-confirmations.csv
Salomon,Abstract,Method Snowboard Magazine,2022/23 (Vol 23),methodmag_23-product_guide-lo,,2023,issuu-method-vol23-confirmations.csv
YES,Warca,Method Snowboard Magazine,2022/23 (Vol 23),methodmag_23-product_guide-lo,,2023,issuu-method-vol23-confirmations.csv
YES,Jackpot,Method Snowboard Magazine,2022/23 (Vol 23),methodmag_23-product_guide-lo,,2023,issuu-method-vol23-confirmations.csv
YES,Rival,Method Snowboard Magazine,2022/23 (Vol 23),methodmag_23-product_guide-lo,,2023,issuu-method-vol23-confirmations.csv
Rome,Stale Fish,Method Snowboard Magazine,2024/25 (Vol 24/25),method_vol_25-buyersguide-single_pages,,2025,issuu-method-vol2425-confirmations.csv
Rome,Hype,Method Snowboard Magazine,2024/25 (Vol 24/25),method_vol_25-buyersguide-single_pages,,2025,issuu-method-vol2425-confirmations.csv
Salomon,Rumble Fish,Method Snowboard Magazine,2024/25 (Vol 24/25),method_vol_25-buyersguide-single_pages,,2025,issuu-method-vol2425-confirmations.csv
Sims,Fakie,Method Snowboard Magazine,2024/25 (Vol 24/25),method_vol_25-buyersguide-single_pages,,2025,issuu-method-vol2425-confirmations.csv
YES,Shifter,Method Snowboard Magazine,2024/25 (Vol 24/25),method_vol_25-buyersguide-single_pages,,2025,issuu-method-vol2425-confirmations.csv
YES,Rival,Method Snowboard Magazine,2024/25 (Vol 24/25),method_vol_25-buyersguide-single_pages,,2025,issuu-method-vol2425-confirmations.csv
