section,brand,model_ocr,reason,brand_in_catalog,catalog_season,catalog_model_year,source_docId,source_url,note
mens,Head,Disrupt Flocka,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Rome,Crossrocket,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Rome,Gang Plank,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Rome,Brigade,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Rome,Tour,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Nitro,Chuck,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Ride,Buck Wild,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Ride,Crook,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Rossignol,Templar,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Volkl,Alright,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Volkl,Xbreed,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Volkl,Steaze,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Volkl,Dimension,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Volkl,Genix,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Volkl,Sleek,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Salomon,Super8,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Salomon,Sabotage,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,FTWO,T-Ride,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
mens,FTWO,TNT,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
mens,FTWO,Reverse,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
mens,FTWO,Blackdeck Wood,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
mens,FTWO,Union,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
mens,FTWO,Blackdeck,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
mens,Trans,Pirate,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
mens,Trans,Premium,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
mens,Trans,FE,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
mens,Trans,LTD,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
mens,Flow,Whiteout,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Flow,Chill,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Flow,Viper,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Apo Snowboards,Iconic Eero,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Apo Snowboards,Iconic Sage,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Apo Snowboards,Line,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Apo Snowboards,Selekta,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Apo Snowboards,Blend,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Palmer,Platinum Freeride DLX,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Light,Vice,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Light,Bright,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Light,Solar,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Light,Twitch,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Light,Spice,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Never Summer,Chairman X,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Lobster,The Captain,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Lobster,Eiki Board,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Lobster,Parkboard,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Lobster,Jibboard,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
mens,Alibi,Motive,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
mens,Alibi,Sicter,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand absent from catalog
womens,Capita,Jess Kimura Pro,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Rome,Gold,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Rome,Heist,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Rome,Wildcat,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Rome,Romp,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Roxy,Radiance,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Nitro,Anna Gasser Pro Model,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Nitro,Ana Rumiha,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,K2,Bright Lite,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Volkl,Disturbia,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Bataleon,She-W,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Ride,Hellcat,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Ride,Assym Omg,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,Ride,Baretta,MODEL_NEW_CANDIDATE,yes,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,brand confirmed; model not in catalog. Sourced BT 15/16 (MY2016). Human verify.
womens,FTWO,Bloom,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
womens,FTWO,Whitedeck Wood,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
womens,FTWO,Gipsy,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,FTWO (F.TWO) separate German brand (F2 freestyle line). Add as own brand. Human verify.
womens,Trans,CU Lady,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
womens,Trans,FE Lady,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
womens,Trans,FR Wood Lady,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
womens,Trans,LTD Lady,BRAND_NEW,no,2015/16,2016,blue-tomato_snowboard_katalog_16,https://issuu.com/blue-tomato/docs/blue-tomato_snowboard_katalog_16,TRANS Snowsports = German brand (Made in Germany). Human verify.
