brand,model_ocr,catalog_model_name,match_type,confidence,catalog_season,catalog_model_year,source_docId,source_url,note
Bataleon,Disaster,Disaster,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Bataleon,Magic Carpet,Magic Carpet,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Bataleon,Surfer Ltd,Surfer,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Surfer Ltd' = catalog 'Surfer' + qualifier
Bataleon,Surfer,Surfer,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Bataleon,Carver,Carver,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Bataleon,Party Wave,Party Wave,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,T-Rice Pro,T.Rice Pro,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,TRS,TRS,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,Doughboy Shredder,Doughboy,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Doughboy Shredder' = catalog 'Doughboy' + qualifier
Lib Tech,Ejack Knife,EJack Knife,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,Box Scratcher,Box Scratcher,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,Skate Banana,Skate Banana,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,Skunk Ape,Skunk Ape,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,Jamie Lynn Tittyfish,Jamie Lynn,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Jamie Lynn Tittyfish' = catalog 'Jamie Lynn' + qualifier
Lib Tech,Cold Brew,Cold Brew,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lib Tech,T-Rice Orca,T.Rice Orca,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Jones,Lone Wolf,Lone Wolf,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Jones,Mind Expander,Mind Expander,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Jones,Ultra Mountain Twin,Ultra Mountain Twin,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Jones,Mountain Twin,Mountain Twin,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Jones,Project X,Project X,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Jones,Storm Chaser,Storm Chaser,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Jones,Flagship,Flagship,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lobster,Sender,Sender,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lobster,Halldor Pro,Halldor Pro,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Lobster,Eiki Pro,Eiki Pro,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Nitro,X Volcom Beast,TØ,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'X Volcom Beast' = catalog 'TØ' + qualifier
Nitro,Magnum,Magnum,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Nitro,Team,Team,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Nitro,T1,T1,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Nitro,Good Times,TØ,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Good Times' = catalog 'TØ' + qualifier
Nitro,Pantera,Pantera,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Nitro,Cannon,Cannon,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Nitro,Squash,Squash,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
GNU,Mullair,Mullair,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
GNU,Asym FB Head Space,Head Space,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Asym FB Head Space' = catalog 'Head Space' + qualifier
GNU,Asym Carbon Credit,Carbon Credit,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Asym Carbon Credit' = catalog 'Carbon Credit' + qualifier
GNU,Money,Money,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
GNU,Hyperkyarve,Hyper,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Hyperkyarve' = catalog 'Hyper' + qualifier
Amplid,Paradigma,Paradigma,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Amplid,Stereo,Stereo,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Amplid,Milligram Split,Milligram,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Milligram Split' = catalog 'Milligram' + qualifier
Amplid,Pentaquark,Pentaquark,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Amplid,Surfari,Surfari,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Amplid,Aloha Vibes,Aloha Vibes,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Amplid,Dada,Dada,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Salomon,Sight,Sight,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Salomon,Assassin,Assassin,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Salomon,Huck Knife,Huck Knife,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Salomon,The Villain,Villain,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'The Villain' = catalog 'Villain' + qualifier
F2,Eliminator,Eliminator,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
F2,Silberpfeil,Silberpfeil,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
F2,Speedster RS,Speedster RS,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
F2,Speedster SL,Speedster SL,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Arbor,Coda Camber,Coda,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Coda Camber' = catalog 'Coda' + qualifier
Arbor,Bryan Iguchi Pro,Bryan Iguchi Pro,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
Arbor,Westmark Rocker,Westmark,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Westmark Rocker' = catalog 'Westmark' + qualifier
Arbor,Westmark Camber Frank April,Westmark,QUALIFIED,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,printed 'Westmark Camber Frank April' = catalog 'Westmark' + qualifier
DC,Focus,Focus,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
K2,Standard,Standard,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
K2,Simple Pleasures,Simple Pleasures,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
K2,Cool Bean,Cool Bean,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
K2,Manifest,Manifest,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
K2,Afterblack,Afterblack,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
K2,WWW,WWW,EXACT,verified,2018/19,2019,blue-tomato-snowboard-catalogue-201,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-catalogue-201,
