section,brand,model_ocr,catalog_model_name,match_type,confidence,catalog_season,catalog_model_year,page,price_eur,source_docId,source_url,caption,note
mens,Elan,Inverse,Inverse,EXACT,verified,2005/06,2006,14,499.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Elan Inverse 159 05/06,
mens,Elan,Answer,Answer,EXACT,verified,2005/06,2006,14,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Elan Answer 162 wide 05/06,
mens,Elan,Prodigy,Prodigy,EXACT,verified,2005/06,2006,14,349.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Elan Prodigy 156 05/06,
mens,Rossignol,Decoy,Decoy,EXACT,verified,2005/06,2006,15,579.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Decoy 157 05/06,
mens,Rossignol,Premier Tabas,Premier,QUALIFIED,verified,2005/06,2006,15,519.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Premier 159 Tabas 05/06,printed 'Premier Tabas' = catalog 'Premier' + construction/edition/graphic qualifier
mens,Rossignol,Alias,Alias,EXACT,verified,2005/06,2006,15,359.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Alias 153 05/06,
mens,Rossignol,Scope,Scope,EXACT,verified,2005/06,2006,15,319.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Scope 157 05/06,
mens,Rossignol,Jeremy Jones,Jeremy Jones,EXACT,verified,2005/06,2006,15,549.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Jeremy Jones 164 05/06,"distinct from Burton Jeremy Jones on p8 - different rider, same name, different brand"
mens,Völkl,Selecta,Selecta,EXACT,verified,2005/06,2006,16,699.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Selecta 168 05/06,
mens,Völkl,Squad,Squad,EXACT,verified,2005/06,2006,16,549.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Squad 159 05/06,
mens,Völkl,Squad Jibster,Jibster,QUALIFIED,verified,2005/06,2006,16,499.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Squad Jibster 153 05/06,printed 'Squad Jibster' = catalog 'Jibster' + construction/edition/graphic qualifier
mens,Nitro,Pantera,Pantera,EXACT,verified,2005/06,2006,17,589.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Pantera Mid Wide 163 05/06,
mens,Nitro,Naturals,Naturals,EXACT,verified,2005/06,2006,17,499.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Naturals Mid Wide 163 05/06,
mens,Nitro,Magnum,Magnum,EXACT,verified,2005/06,2006,17,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Magnum 161 WIDE 05/06,
mens,Nitro,Shadow,Shadow,EXACT,verified,2005/06,2006,17,479.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Shadow Mid Wide 159 05/06,
mens,Nitro,Team Series,Team,QUALIFIED,verified,2005/06,2006,17,409.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Team Series 159 05/06,printed 'Team Series' = catalog 'Team' + construction/edition/graphic qualifier
mens,Nitro,Revolt,Revolt,EXACT,verified,2005/06,2006,17,319.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Revolt Color Mid Wide 158 05/06,
mens,Nitro,Misfit,Misfit,EXACT,verified,2005/06,2006,17,429.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,"Nitro Misfit Brown 158,6 05/06",
mens,Nitro,T1,T1,EXACT,verified,2005/06,2006,17,379.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro T1 White 156 05/06,
mens,Forum,Division,Division,EXACT,verified,2005/06,2006,18,519.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum Division 155 Insert Midwide 05/06,
mens,Forum,JP Walker,JP Walker,EXACT,verified,2005/06,2006,18,499.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum JP Walker 154 Insert 05/06,pro model: JP Walker
mens,Forum,Devun Walsh,Devun Walsh,EXACT,verified,2005/06,2006,18,499.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum Devun Walsh 157 Insert 05/06,pro model: Devun Walsh
mens,Forum,Destroyer,Destroyer,EXACT,verified,2005/06,2006,18,479.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum Destroyer 155 Insert Mid 05/06,
mens,Forum,Raider,Raider,EXACT,verified,2005/06,2006,18,449.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum Raider 163 Insert 05/06,
mens,Forum,Recon,Recon,EXACT,verified,2005/06,2006,18,349.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum Recon 158 Insert 05/06,
mens,Forum,Street Dweller,Street Dweller,EXACT,verified,2005/06,2006,18,196.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum Street Dweller 152 Insert 05/06,
mens,Rome,Anthem,Anthem,EXACT,verified,2005/06,2006,19,519.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rome Anthem 158 05/06,
mens,Rome,Flag,Flag,EXACT,verified,2005/06,2006,19,519.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rome Flag 163 05/06,
mens,Rome,Agent,Agent,EXACT,verified,2005/06,2006,19,479.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rome Agent 158 05/06,
mens,Rome,Artifact,Artifact,EXACT,verified,2005/06,2006,19,389.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rome Artifact 153 05/06,
mens,Salomon,Prospect LTD,Prospect LTD,EXACT,verified,2005/06,2006,20,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Salomon Prospect LTD 157 05/06,
mens,Salomon,Forecast,Forecast,EXACT,verified,2005/06,2006,20,499.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Salomon Forecast 163 05/06,
mens,Salomon,Burner ERA,Burner,QUALIFIED,verified,2005/06,2006,20,529.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Salomon Burner ERA 167 05/06,printed 'Burner ERA' = catalog 'Burner' + construction/edition/graphic qualifier
mens,Santa Cruz,Allstar,Allstar,EXACT,verified,2005/06,2006,22,349.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz Allstar 156 05/06 + Allstar,
mens,Völkl,Stroke,Stroke,EXACT,verified,2005/06,2006,22,299.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Stroke 156 05/06 + Pipemaster,
mens,Rossignol,Sultan,Sultan,EXACT,verified,2005/06,2006,22,349.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Sultan Wide 163 05/06 + DT125,
mens,F2,Speedster RS,Speedster RS,EXACT,verified,2005/06,2006,23,649.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Speedster RS 177 05/06,
mens,F2,Speedster SL,Speedster SL,EXACT,verified,2005/06,2006,23,549.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Speedster SL 163 05/06,
mens,F2,Silberpfeil,Silberpfeil,EXACT,verified,2005/06,2006,23,599.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Silberpfeil 168 05/06,
mens,F2,Eliminator LTD,Eliminator,QUALIFIED,verified,2005/06,2006,23,549.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Eliminator LTD 163 05/06,printed 'Eliminator LTD' = catalog 'Eliminator' + construction/edition/graphic qualifier
girls,Burton,Feelgood,Feelgood,EXACT,verified,2005/06,2006,40,529.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Burton Feelgood 149 WMS 05/06,
girls,Burton,Troop,Troop,EXACT,verified,2005/06,2006,40,429.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Burton Troop 151 WMS 05/06,
girls,Burton,Feather,Feather,EXACT,verified,2005/06,2006,40,329.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Burton Feather 150 WMS 05/06,
girls,Burton,Sterling,Sterling,EXACT,verified,2005/06,2006,40,269.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Burton Sterling 144 WMS 05/06,
girls,Atomic,Polarity,Polarity,EXACT,verified,2005/06,2006,41,349.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Atomic Polarity 154 05/06,
girls,Atomic,Tika,Tika,EXACT,verified,2005/06,2006,41,299.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Atomic Tika 148 WMS 05/06 + St Shot,
girls,F2,Bloom,Bloom,EXACT,verified,2005/06,2006,41,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Bloom 150 WMS 05/06,
girls,F2,Gipsy,Gipsy,EXACT,verified,2005/06,2006,41,299.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Gipsy 150 WMS 05/06,
girls,Rossignol,Diva,Diva,EXACT,verified,2005/06,2006,42,379.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Diva 149 WMS 05/06,
girls,Rossignol,Sonar,Sonar,EXACT,verified,2005/06,2006,42,249.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Sonar WMS 153 05/06,
girls,Nitro,Black Widow,Black Widow,EXACT,verified,2005/06,2006,42,479.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Black Widow WMS 148 05/06,
girls,Nitro,Fate,Fate,EXACT,verified,2005/06,2006,42,379.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Nitro Fate 152 WMS white 05/06,
girls,Elan,Sense,Sense,EXACT,verified,2005/06,2006,42,329.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Elan Sense 149 WMS 05/06,'Sense' is also a standalone brand in our zero-model list; here it is an Elan MODEL
girls,Elan,Trinity,Trinity,EXACT,verified,2005/06,2006,42,449.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Elan Trinity 150 WMS 05/06,
girls,Völkl,Destiny,Destiny,EXACT,verified,2005/06,2006,42,479.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Destiny 152 WMS 05/06,
