section,brand,model_ocr,reason,brand_in_catalog,catalog_season,catalog_model_year,page,price_eur,source_docId,source_url,caption,note
mens,Elan,Artec 2.1,MODEL_NEW_CANDIDATE,yes,2005/06,2006,14,479.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Elan Artec 2.1 158 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Elan,Artec 2.3,MODEL_NEW_CANDIDATE,yes,2005/06,2006,14,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Elan Artec 2.3 157 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Rossignol,Jonas Emery,MODEL_NEW_CANDIDATE,yes,2005/06,2006,15,549.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Jonas Emery 160 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Rossignol,RS,MODEL_NEW_CANDIDATE,yes,2005/06,2006,15,519.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol RS 161 05/06,brand confirmed; specific model NOT in catalog (fuzzy token match was spurious). Human to verify before add.
mens,Rossignol,Wanted,MODEL_NEW_CANDIDATE,yes,2005/06,2006,15,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Wanted 159 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Völkl,Squad Prime,MODEL_NEW_CANDIDATE,yes,2005/06,2006,16,599.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Squad Prime 157 05/06,brand confirmed; specific model NOT in catalog (fuzzy token match was spurious). Human to verify before add.
mens,Völkl,Sting,MODEL_NEW_CANDIDATE,yes,2005/06,2006,16,479.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Sting 161 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Völkl,Wall Pro,MODEL_NEW_CANDIDATE,yes,2005/06,2006,16,429.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Wall Pro 157 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Völkl,Pulse,MODEL_NEW_CANDIDATE,yes,2005/06,2006,16,379.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Pulse 162 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Völkl,Wall Am,MODEL_NEW_CANDIDATE,yes,2005/06,2006,16,299.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Wall Am 157 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Forum,Joni Malmi,MODEL_NEW_CANDIDATE,yes,2005/06,2006,18,499.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Forum Joni Malmi Insert 157 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Jeenyus,Eddie,BRAND_NEW,no,2005/06,2006,19,499.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Jeenyus Eddie 153 Insert 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Jeenyus,Eddie,BRAND_NEW,no,2005/06,2006,19,499.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Jeenyus Eddie 158 Insert 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Jeenyus,Rental,BRAND_NEW,no,2005/06,2006,19,389.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Jeenyus Rental 156 Insert 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Jeenyus,Rental,BRAND_NEW,no,2005/06,2006,19,389.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Jeenyus Rental 158 Insert 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Salomon,Scotty,MODEL_NEW_CANDIDATE,yes,2005/06,2006,20,449.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Salomon Scotty 159 Midwide 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Apo Snowboards,Amanite,BRAND_NEW,no,2005/06,2006,20,489.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Apo Snowboards Amanite 160 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Apo Snowboards,MTD,BRAND_NEW,no,2005/06,2006,20,429.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Apo Snowboards MTD 163 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Apo Snowboards,Line,BRAND_NEW,no,2005/06,2006,20,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Apo Snowboards Line 157 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Apo Snowboards,Selekta,BRAND_NEW,no,2005/06,2006,20,369.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Apo Snowboards Selekta 157 05/06,brand absent from v0.3 catalog; needs a brand row before models
mens,Hammer,PSM 2,MODEL_NEW_CANDIDATE,yes (zero-models),2005/06,2006,21,519.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Hammer PSM 2 157 05/06,Hammer identity CONFIRMED by Jay 2026-09-04: hammersnowboards.com = catalog Hammer (France/defunct); new model for a zero-model brand; human to verify each name before add.
mens,Hammer,Twenty One,MODEL_NEW_CANDIDATE,yes (zero-models),2005/06,2006,21,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Hammer Twenty One 156 05/06,Hammer identity CONFIRMED by Jay 2026-09-04: hammersnowboards.com = catalog Hammer (France/defunct); new model for a zero-model brand; human to verify each name before add.
mens,Hammer,Contact,MODEL_NEW_CANDIDATE,yes (zero-models),2005/06,2006,21,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Hammer Contact 159 05/06,Hammer identity CONFIRMED by Jay 2026-09-04: hammersnowboards.com = catalog Hammer (France/defunct); new model for a zero-model brand; human to verify each name before add.
mens,Hammer,Broadline,MODEL_NEW_CANDIDATE,yes (zero-models),2005/06,2006,21,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Hammer Broadline 166 05/06,Hammer identity CONFIRMED by Jay 2026-09-04: hammersnowboards.com = catalog Hammer (France/defunct); new model for a zero-model brand; human to verify each name before add.
mens,F2,Myst,MODEL_NEW_CANDIDATE,yes,2005/06,2006,22,389.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Myst 156 05/06 + Mondo,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Atomic,Discharger,MODEL_NEW_CANDIDATE,yes,2005/06,2006,22,299.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Atomic Discharger 158 05/06 + Zombi,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Atomic,Exeter,MODEL_NEW_CANDIDATE,yes,2005/06,2006,22,349.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Atomic Exeter 164 05/06 + Straight Shot,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Rossignol,Legion,MODEL_NEW_CANDIDATE,yes,2005/06,2006,22,349.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Rossignol Legion 156 05/06 + DT 125,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Speedcross,MODEL_NEW_CANDIDATE,yes,2005/06,2006,23,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Speedcross 163 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
girls,Santa Cruz,Muse Tribute,MODEL_NEW_CANDIDATE,yes,2005/06,2006,41,479.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz Muse Tribute 157 WMS 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
girls,Santa Cruz,Cuna Union,MODEL_NEW_CANDIDATE,yes,2005/06,2006,41,329.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz Cuna Union 150 WMS 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
girls,Apo Snowboards,MTD,BRAND_NEW,no,2005/06,2006,41,429.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Apo Snowboards MTD 148 WMS 05/06,brand absent from v0.3 catalog; needs a brand row before models
girls,Apo Snowboards,Isis,BRAND_NEW,no,2005/06,2006,41,369.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Apo Snowboards Isis 152 WMS 05/06,brand absent from v0.3 catalog; needs a brand row before models
girls,Völkl,Search,MODEL_NEW_CANDIDATE,yes,2005/06,2006,42,379.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Völkl Search 149 WMS 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
girls,Hammer,Seymour,MODEL_NEW_CANDIDATE,yes (zero-models),2005/06,2006,43,419.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Hammer Seymour 147 WMS 05/06,Hammer identity CONFIRMED by Jay 2026-09-04: hammersnowboards.com = catalog Hammer (France/defunct); new model for a zero-model brand; human to verify each name before add.
girls,Hammer,Hyleyn,MODEL_NEW_CANDIDATE,yes (zero-models),2005/06,2006,43,339.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Hammer Hyleyn 152 WMS 05/06,Hammer identity CONFIRMED by Jay 2026-09-04: hammersnowboards.com = catalog Hammer (France/defunct); new model for a zero-model brand; human to verify each name before add.
