bucket,sendit_brand,sendit_model,norm,first_year,last_year,our_brand,our_model,note,variant_flags,import_candidate,reviewer_decision
SENDIT_ONLY,amplid,Proto Singular Twin Zero90,proto singular twin zero90,2026,2026,Amplid,,,non-production,no,
SENDIT_ONLY,amplid,Proto Singular Wide,proto singular,2026,2026,Amplid,,,non-production,no,
SENDIT_ONLY,amplid,Proto SM090 (Soulmate Zero90),proto sm090 soulmate zero90,2026,2026,Amplid,,,non-production,no,
SENDIT_ONLY,amplid,Proto SU-090 (Surf Shuttle Zero90),proto su surf shuttle zero90,2026,2026,Amplid,,,non-production,no,
SENDIT_ONLY,amplid,Proto TM (Time Machine),proto tm time machine,2026,2026,Amplid,,,non-production,no,
SENDIT_ONLY,amplid,Aloha Vibes,aloha vibes,2019,2025,Amplid,,,,yes,
SENDIT_ONLY,amplid,Dada,dada,2019,2025,Amplid,,,,yes,
SENDIT_ONLY,amplid,Pentaquark,pentaquark,2018,2025,Amplid,,,,yes,
SENDIT_ONLY,amplid,The 20,the 20,2025,2025,Amplid,,,,yes,
SENDIT_ONLY,amplid,Wasabi,wasabi,2023,2025,Amplid,,,,yes,
SENDIT_ONLY,amplid,Mahalo,mahalo,2021,2023,Amplid,,,,yes,
SENDIT_ONLY,amplid,Millisurf,millisurf,2018,2023,Amplid,,,,yes,
SENDIT_ONLY,amplid,Ticket,ticket,2021,2023,Amplid,,,,yes,
SENDIT_ONLY,amplid,Ticket Twin,ticket twin,2021,2023,Amplid,,,,yes,
SENDIT_ONLY,amplid,Creamer,creamer,2013,2022,Amplid,,,,yes,
SENDIT_ONLY,amplid,Gogo,gogo,2015,2022,Amplid,,,,yes,
SENDIT_ONLY,amplid,Lovelife,lovelife,2015,2022,Amplid,,,,yes,
SENDIT_ONLY,amplid,Paradigma,paradigma,2013,2022,Amplid,,,,yes,
SENDIT_ONLY,amplid,Stereo,stereo,2015,2022,Amplid,,,,yes,
SENDIT_ONLY,amplid,Pillow Talk,pillow talk,2015,2018,Amplid,,,,yes,
SENDIT_ONLY,amplid,Hifi,hifi,2016,2016,Amplid,,,,yes,
SENDIT_ONLY,amplid,Morning Split,morning,2014,2016,Amplid,,,,yes,
SENDIT_ONLY,amplid,Pocketknife,pocketknife,2014,2016,Amplid,,,,yes,
SENDIT_ONLY,amplid,HiDef,hidef,2013,2015,Amplid,,,,yes,
SENDIT_ONLY,amplid,Lab Carbon Split,lab carbon,2015,2015,Amplid,,,,yes,
SENDIT_ONLY,amplid,Dopamine,dopamine,2013,2014,Amplid,,,,yes,
SENDIT_ONLY,amplid,Libertine,libertine,2013,2014,Amplid,,,,yes,
SENDIT_ONLY,amplid,Liquorice,liquorice,2013,2014,Amplid,,,,yes,
SENDIT_ONLY,amplid,LoBro,lobro,2013,2014,Amplid,,,,yes,
SENDIT_ONLY,amplid,AGL Board,agl board,2013,2013,Amplid,,,,yes,
SENDIT_ONLY,amplid,Deceleration,deceleration,2013,2013,Amplid,,,,yes,
SENDIT_ONLY,amplid,Slogan,slogan,2013,2013,Amplid,,,,yes,
SENDIT_ONLY,apo,Blend,blend,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Contact,contact,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,dbz,dbz,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Empire,empire,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Gem,gem,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Hype,hype,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Iconic Eero Niemela,iconic eero niemela,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Iconic Sage Kotsenburg,iconic sage kotsenburg,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Iconic Spencer O'Brien,iconic spencer o brien,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Line,line,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Selekta,selekta,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Spray,spray,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Step Up,step up,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Supreme,supreme,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
SENDIT_ONLY,apo,Talent,talent,2018,2018,Apocalypse / A Snowboards / APO,,,,yes,
MATCH,arbor,A-Frame,a frame,2004,2027,Arbor,A-Frame,,,enrich,
MATCH,arbor,Astrowaste,astrowaste,2027,2027,Arbor,Astrowaste,,,enrich,
MATCH,arbor,Bryan Iguchi Pro,bryan iguchi pro,2017,2027,Arbor,Bryan Iguchi Pro,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Cadence,cadence,2008,2027,Arbor,Cadence,,,enrich,
SENDIT_ONLY,arbor,Carbon Coda,carbon coda,2025,2027,Arbor,,,,yes,
MATCH,arbor,Coda,coda,2009,2027,Arbor,Coda,,,enrich,
MATCH,arbor,Danny Kass Park Pro,danny kass park pro,2026,2027,Arbor,Danny Kass Park Pro,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Draft,draft,2004,2027,Arbor,Draft,,,enrich,
MATCH,arbor,El Camino,el camino,2026,2027,Arbor,El Camino,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Element,element,2004,2027,Arbor,Element,,,enrich,
MATCH,arbor,Formula,formula,2004,2027,Arbor,Formula,,,enrich,
MATCH,arbor,Kuro Neko,kuro neko,2026,2027,Arbor,Kuro Neko,sendit earlier than ours (2027),,enrich,
SENDIT_ONLY,arbor,Landmark Splitboard,landmark,2023,2027,Arbor,,,,yes,
MATCH,arbor,Madre,madre,2026,2027,Arbor,Madre,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Mantra,mantra,2024,2027,Arbor,Mantra,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Metal Machine,metal machine,2025,2027,Arbor,Metal Machine,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Padre,padre,2025,2027,Arbor,Padre,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Rain,rain,2025,2027,Arbor,Rain,sendit earlier than ours (2026),,enrich,
SENDIT_ONLY,arbor,Red Gerard AM,red gerard am,2027,2027,Arbor,,,,yes,
MATCH,arbor,Rooster Fish,rooster fish,2027,2027,Arbor,Rooster Fish,,,enrich,
MATCH,arbor,Scion,scion,2027,2027,Arbor,Scion,,,enrich,
MATCH,arbor,Seedling,seedling,2027,2027,Arbor,Seedling,,,enrich,
MATCH,arbor,Sin Cara,sin cara,2027,2027,Arbor,Sin Cara,,,enrich,
MATCH,arbor,Sin Nombre,sin nombre,2016,2027,Arbor,Sin Nombre,sendit earlier than ours (2027),,enrich,
MATCH,arbor,Swoon,swoon,2012,2027,Arbor,Swoon,,,enrich,
SENDIT_ONLY,arbor,Terrapin PFD,terrapin pfd,2026,2027,Arbor,,,,yes,
MATCH,arbor,Veda,veda,2023,2027,Arbor,Veda,sendit earlier than ours (2027),,enrich,
SENDIT_ONLY,arbor,Cavet,cavet,2025,2026,Arbor,,,,yes,
SENDIT_ONLY,arbor,GPS,gps,2025,2026,Arbor,,,,yes,
MATCH,arbor,Red Gerard Pro,red gerard pro,2026,2026,Arbor,Red Gerard Pro,sendit earlier than ours (2027),,enrich,
SENDIT_ONLY,arbor,Satori,satori,2023,2026,Arbor,,,,yes,
SENDIT_ONLY,arbor,Single,single,2023,2026,Arbor,,,,yes,
SENDIT_ONLY,arbor,Verado,verado,2025,2026,Arbor,,,,yes,
SENDIT_ONLY,arbor,Votive,votive,2025,2026,Arbor,,,,yes,
SENDIT_ONLY,arbor,Carter,carter,2024,2025,Arbor,,,,yes,
MATCH,arbor,Relapse,relapse,2012,2025,Arbor,Relapse,,,enrich,
FUZZY,arbor,Terra Pin,terra pin,2024,2025,Arbor,Terrapin,"fuzzy to ""Terrapin""",,no,
SENDIT_ONLY,arbor,Terra Twin,terra twin,2024,2025,Arbor,,,,yes,
MATCH,arbor,Westmark,westmark,2007,2025,Arbor,Westmark,sendit earlier than ours (2008),,enrich,
SENDIT_ONLY,arbor,Candle Rain Camber,candle rain,2024,2024,Arbor,,,,yes,
SENDIT_ONLY,arbor,Cheater Rocker,cheater,2023,2024,Arbor,,,,yes,
SENDIT_ONLY,arbor,Crosscut Camber,crosscut,2020,2024,Arbor,,,,yes,
SENDIT_ONLY,arbor,Ethos,ethos,2017,2024,Arbor,,,,yes,
SENDIT_ONLY,arbor,Foundation,foundation,2016,2024,Arbor,,,,yes,
SENDIT_ONLY,arbor,Shiloh Camber,shiloh,2020,2024,Arbor,,,,yes,
SENDIT_ONLY,arbor,System Rental,system rental,2014,2024,Arbor,,,,yes,
MATCH,arbor,Wasteland,wasteland,2008,2024,Arbor,Wasteland,,,enrich,
SENDIT_ONLY,arbor,Annex,annex,2020,2023,Arbor,,,,yes,
SENDIT_ONLY,arbor,Clovis,clovis,2017,2023,Arbor,,,,yes,
SENDIT_ONLY,arbor,Cosa Nostra,cosa nostra,2016,2023,Arbor,,,,yes,
MATCH,arbor,Poparazzi,poparazzi,2012,2023,Arbor,Poparazzi,,,enrich,
SENDIT_ONLY,arbor,Cask,cask,2019,2020,Arbor,,,,yes,
SENDIT_ONLY,arbor,Helix,helix,2017,2020,Arbor,,,,yes,
MATCH,arbor,Terrapin,terrapin,2018,2020,Arbor,Terrapin,sendit earlier than ours (2027),,enrich,
SENDIT_ONLY,arbor,Westmark Camber Frank April Edt.,westmark camber frank april edt,2017,2020,Arbor,,,,yes,
SENDIT_ONLY,arbor,Element Black,element black,2018,2019,Arbor,,,,yes,
SENDIT_ONLY,arbor,Westmark Camber Frank April Edition,westmark camber frank april edition,2019,2019,Arbor,,,colorway,no,
SENDIT_ONLY,arbor,Whiskey,whiskey,2014,2019,Arbor,,,,yes,
SENDIT_ONLY,arbor,Zygote Twin,zygote twin,2016,2019,Arbor,,,,yes,
SENDIT_ONLY,arbor,Shreddy Krueger,shreddy krueger,2015,2017,Arbor,,,,yes,
SENDIT_ONLY,arbor,Steepwater,steepwater,2014,2017,Arbor,,,,yes,
MATCH,arbor,Abacus,abacus,2006,2016,Arbor,Abacus,sendit earlier than ours (2008),,enrich,
MATCH,arbor,Roundhouse,roundhouse,2006,2015,Arbor,Roundhouse,sendit earlier than ours (2008),,enrich,
MATCH,arbor,Blacklist,blacklist,2012,2014,Arbor,Blacklist,,,enrich,
SENDIT_ONLY,arbor,Booger,booger,2014,2014,Arbor,,,,yes,
MATCH,arbor,Del Rey,del rey,2009,2014,Arbor,Del Rey,,,enrich,
SENDIT_ONLY,arbor,Draft Visconti Edition,draft visconti edition,2014,2014,Arbor,,,colorway,no,
SENDIT_ONLY,arbor,Watchtower,watchtower,2014,2014,Arbor,,,,yes,
SENDIT_ONLY,arbor,Element CX,element cx,2011,2013,Arbor,,,,yes,
SENDIT_ONLY,arbor,Element RX,element rx,2011,2013,Arbor,,,,yes,
MATCH,arbor,Push,push,2006,2013,Arbor,Push,sendit earlier than ours (2008),,enrich,
SENDIT_ONLY,arbor,Roundhouse CX,roundhouse cx,2012,2013,Arbor,,,,yes,
SENDIT_ONLY,arbor,Roundhouse RX,roundhouse rx,2012,2013,Arbor,,,,yes,
MATCH,arbor,Eden,eden,2009,2011,Arbor,Eden,,,enrich,
MATCH,arbor,Nightrain,nightrain,2010,2011,Arbor,Nightrain,,,enrich,
MATCH,arbor,Crossbow,crossbow,2003,2009,Arbor,Crossbow,sendit earlier than ours (2004),,enrich,
MATCH,arbor,Alt,alt,2008,2008,Arbor,Alt,,,enrich,
MATCH,arbor,Mystic,mystic,2003,2008,Arbor,Mystic,,,enrich,
SENDIT_ONLY,arbor,Element Alt,element alt,2007,2007,Arbor,,,,yes,
SENDIT_ONLY,arbor,Stance,stance,2005,2007,Arbor,,,,yes,
MATCH,arbor,Heritage,heritage,1999,2003,Arbor,Heritage,sendit earlier than ours (2001),,enrich,
MATCH,arbor,Progression,progression,2001,2003,Arbor,Progression,sendit earlier than ours (2002),,enrich,
MATCH,arbor,S-Series,s,2002,2003,Arbor,S Series,sendit earlier than ours (2003),,enrich,
MATCH,arbor,Woodie,woodie,2001,2003,Arbor,Woodie,,,enrich,
SENDIT_ONLY,arbor,Mickey Muñoz Signature,mickey munoz signature,2001,2001,Arbor,,,,yes,
SENDIT_ONLY,arbor,Heritage Freeride,heritage freeride,2000,2000,Arbor,,,,yes,
SENDIT_ONLY,arbor,Mickey Muñoz Freecarve,mickey munoz freecarve,1999,2000,Arbor,,,,yes,
SENDIT_ONLY,arbor,Mickey Muñoz Freeride,mickey munoz freeride,1999,2000,Arbor,,,,yes,
SENDIT_ONLY,arbor,Woodie Freeride,woodie freeride,1999,2000,Arbor,,,,yes,
SENDIT_ONLY,arbor,Woodie Freestyle,woodie freestyle,1999,2000,Arbor,,,,yes,
SENDIT_ONLY,arbor,Woodie Freecarve,woodie freecarve,1999,1999,Arbor,,,,yes,
SENDIT_ONLY,arbor,Directionals,directionals,1998,1998,Arbor,,,,yes,
SENDIT_ONLY,arbor,Twin Tips,twin tips,1996,1998,Arbor,,,,yes,
SENDIT_ONLY,arbor,Free Ride,free ride,1997,1997,Arbor,,,,yes,
SENDIT_ONLY,arbor,Free Style,free style,1997,1997,Arbor,,,,yes,
SENDIT_ONLY,atlantis,Nera 156,nera,2026,2026,Atlantis,,,,yes,
SENDIT_ONLY,atlantis,Riksgränsen Jockey 153 LTD,riksgransen jockey,2026,2026,Atlantis,,,,yes,
SENDIT_ONLY,atlantis,Riksgränsen Rose 157 LTD,riksgransen rose,2026,2026,Atlantis,,,,yes,
SENDIT_ONLY,atlantis,Riksgränsen 149,riksgransen,2026,2026,Atlantis,,,,yes,
MATCH,bataleon,Cameleon,cameleon,2026,2027,Bataleon,Cameleon,,,enrich,
MATCH,bataleon,Disaster,disaster,2026,2027,Bataleon,Disaster,,,enrich,
SENDIT_ONLY,bataleon,Evil Teen,evil teen,2026,2027,Bataleon,,,,yes,
MATCH,bataleon,Evil Twin,evil twin,2026,2027,Bataleon,Evil Twin,,,enrich,
MATCH,bataleon,Feelbetter,feelbetter,2026,2027,Bataleon,Feelbetter,,,enrich,
FUZZY,bataleon,FunKink,funkink,2026,2027,Bataleon,Fun.Kink,"fuzzy to ""Fun.Kink""",,no,
MATCH,bataleon,Goliath,goliath,2026,2027,Bataleon,Goliath,,,enrich,
SENDIT_ONLY,bataleon,Men's Mojo,mojo,2027,2027,Bataleon,,,,yes,
MATCH,bataleon,Men's Stereo,stereo,2027,2027,Bataleon,Stereo,,,enrich,
SENDIT_ONLY,bataleon,ThunderStorm,thunderstorm,2026,2027,Bataleon,,,,yes,
SENDIT_ONLY,bataleon,Minishred,minishred,2026,2027,Bataleon,,,,yes,
MATCH,bataleon,Party Wave,party wave,2026,2027,Bataleon,Party Wave,,,enrich,
MATCH,bataleon,Placebo,placebo,2027,2027,Bataleon,Placebo,,,enrich,
MATCH,bataleon,Push Up,push up,2026,2027,Bataleon,Push Up,,,enrich,
SENDIT_ONLY,bataleon,Stereo Team,stereo team,2027,2027,Bataleon,,,,yes,
MATCH,bataleon,Surfer,surfer,2026,2027,Bataleon,Surfer,,,enrich,
SENDIT_ONLY,bataleon,Tornado x Beyond Medals,tornado x beyond medals,2026,2027,Bataleon,,,collab,no,
MATCH,bataleon,Turbo,turbo,2026,2027,Bataleon,Turbo,,,enrich,
MATCH,bataleon,Whatever,whatever,2026,2027,Bataleon,Whatever,,,enrich,
SENDIT_ONLY,bataleon,Whatever x Petrovsky&Ramone,whatever x petrovsky ramone,2027,2027,Bataleon,,,collab,no,
MATCH,bataleon,Blow,blow,2026,2026,Bataleon,Blow,,,enrich,
MATCH,bataleon,Chaser,chaser,2026,2026,Bataleon,Chaser,,,enrich,
MATCH,bataleon,Cruiser,cruiser,2026,2026,Bataleon,Cruiser,,,enrich,
MATCH,bataleon,Distortia,distortia,2026,2026,Bataleon,Distortia,,,enrich,
SENDIT_ONLY,bataleon,Evil Twin 20Y,evil twin 20y,2026,2026,Bataleon,,,,yes,
SENDIT_ONLY,bataleon,Moodboard,moodboard,2026,2026,Bataleon,,,,yes,
MATCH,bataleon,Spirit,spirit,2026,2026,Bataleon,Spirit,,,enrich,
SENDIT_ONLY,bataleon,Stuntwood Youth,stuntwood,2026,2026,Bataleon,,,,yes,
MATCH,bataleon,Wallie,wallie,2026,2026,Bataleon,Wallie,,,enrich,
SENDIT_ONLY,bataleon,Whatever Rop van Mierlo,whatever rop van mierlo,2026,2026,Bataleon,,,,yes,
SENDIT_ONLY,black-pearl,BP⇔FS Carve,bp fs carve,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,BP⇔FS grip,bp fs grip,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,BP⇔FS Smooth,bp fs smooth,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,BP2-10,bp2 10,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,BP3-06 medius,bp3 06 medius,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,BP4-04,bp4 04,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,Kid's BLACKPEARL,kid s blackpearl,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,Montem,montem,2021,2021,Black Pearl,,,,yes,
SENDIT_ONLY,black-pearl,PROTO+,proto,2021,2021,Black Pearl,,,non-production,no,
SENDIT_ONLY,black-pearl,PROTO+ special edition,proto special edition,2021,2021,Black Pearl,,,non-production;colorway,no,
SENDIT_ONLY,black-pearl,spes-06,spes 06,2021,2021,Black Pearl,,,,yes,
BRAND_NEW,blackhole-snowboards,All Mountain Split,all mountain,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,B1,b1,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,B4,b4,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,BSome1 (wide),bsome1,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Dream,dream,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Elk,elk,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Escape 2.0,escape 2 0,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Escape Wide,escape,2026,2026,,,brand not in v0.2,,no,
BRAND_NEW,blackhole-snowboards,Freeride,freeride,2026,2026,,,brand not in v0.2,,no,
