section,brand,model_ocr,reason,brand_in_catalog,catalog_season,catalog_model_year,source_docId,source_url,note
mens,Amplid,Falconoid,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,YES,Rocker Twin Tip,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,YES,Asymmetric Rocker Twin Tip,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,YES,Directional Rocker Twin Tip,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,Icon,Heppu Pentti,MODEL_NEW_CANDIDATE,yes (zero-models),2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,zero-model brand; new model sourced BT 09/10 (MY2010). Human verify.
mens,Icon,Danny,MODEL_NEW_CANDIDATE,yes (zero-models),2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,zero-model brand; new model sourced BT 09/10 (MY2010). Human verify.
mens,Icon,Gummi,MODEL_NEW_CANDIDATE,yes (zero-models),2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,zero-model brand; new model sourced BT 09/10 (MY2010). Human verify.
mens,Icon,Asgard,MODEL_NEW_CANDIDATE,yes (zero-models),2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,zero-model brand; new model sourced BT 09/10 (MY2010). Human verify.
mens,Icon,Revival,MODEL_NEW_CANDIDATE,yes (zero-models),2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,zero-model brand; new model sourced BT 09/10 (MY2010). Human verify.
mens,Icon,DS,MODEL_NEW_CANDIDATE,yes (zero-models),2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,zero-model brand; new model sourced BT 09/10 (MY2010). Human verify.
mens,Icon,Wallpaper,MODEL_NEW_CANDIDATE,yes (zero-models),2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,zero-model brand; new model sourced BT 09/10 (MY2010). Human verify.
mens,Capita,The Quiver Killers,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,Rossignol,RPM,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,Rossignol,Hellraiser,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,Elan,Hifi,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,Artec,Figment,BRAND_IDENTITY_FLAG,name-collision,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,Catalog 'Artec'=Slovenia/dormant. This is the US Artec snowboard brand. Likely DIFFERENT company; do NOT attach. Human to resolve.
mens,Artec,Nima Jalali,BRAND_IDENTITY_FLAG,name-collision,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,Catalog 'Artec'=Slovenia/dormant. This is the US Artec snowboard brand. Likely DIFFERENT company; do NOT attach. Human to resolve.
mens,Artec,Cipher,BRAND_IDENTITY_FLAG,name-collision,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,Catalog 'Artec'=Slovenia/dormant. This is the US Artec snowboard brand. Likely DIFFERENT company; do NOT attach. Human to resolve.
mens,Artec,Gabe Taylor,BRAND_IDENTITY_FLAG,name-collision,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,Catalog 'Artec'=Slovenia/dormant. This is the US Artec snowboard brand. Likely DIFFERENT company; do NOT attach. Human to resolve.
mens,FTWO,Respect,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
mens,FTWO,Random,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
mens,FTWO,T-Ride,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
mens,FTWO,Sonic,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
mens,FTWO,Prime,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
mens,FTWO,TNT,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
mens,Apo Snowboards,Arthur Longo,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
mens,Apo Snowboards,Amanite,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
mens,Apo Snowboards,Line,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
mens,Apo Snowboards,Selekta,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
mens,Aesthetiker,Gruba Libre,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
mens,Love,Elefantastic,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
mens,DC,Ikka,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,DC,Lauri,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; model not in catalog. Sourced BT 09/10 (MY2010). Human verify.
mens,Light,Twitch,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
mens,Light,Trooper,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand absent from catalog
girls,Burton,G-Twin,MODEL_NEW_CANDIDATE,yes,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,brand confirmed; distinct model NOT in catalog. Human verify.
girls,FTWO,Bloom,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
girls,FTWO,Gipsy,BRAND_NEW,no,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,"FTWO (F.TWO) = separate German brand (F2's former freestyle line). By 09/10 co-branded 'F2 - FTWO'. Add as own brand, not under F2. Human verify."
