brand,model_ocr,catalog_model_name,match_type,confidence,catalog_season,catalog_model_year,source_docId,source_url,note
K2,Antidote,Antidote,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
K2,Passport,Passport,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
K2,World Peace,World Peace Men's Snowboard 2026,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'World Peace' = catalog 'World Peace Men's Snowboard 2026' + edition/size/graphic qualifier
Lib Tech,T.Rice Orca,T.Rice Orca,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Lib Tech,T.Rice Pro,T.Rice Pro,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Lobster,Halldor Pro,Halldor Pro,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Lobster,Shifter,Shifter,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Lobster,Stomper,Stomper,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Lobster,Sender,Sender,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Nidecker,Escape Plus,Escape Plus,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Nidecker,Escape,Escape,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Nidecker,Mosquito,Mosquito,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Nitro,Quiver Dinghy,Quiver,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Quiver Dinghy' = catalog 'Quiver' + edition/size/graphic qualifier
Nitro,Team Pro X Sam Taxwood,TØ,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Team Pro X Sam Taxwood' = catalog 'TØ' + edition/size/graphic qualifier
Nitro,T1,T1,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Nitro,Optisym,Optisym,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Ride,Shadowban,Shadowban,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Ride,Saturday,Saturday,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Rome,Artifact Pro,Artifact Pro,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Rome,Agent 20th Anniversary,Agent,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Agent 20th Anniversary' = catalog 'Agent' + edition/size/graphic qualifier
Rome,Muse,Muse,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Rome,Party Mod,Party Mod,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Salomon,Highpath,Highpath,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Salomon,Abstract,Abstract,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Salomon,Dancehaul,Dancehaul,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Salomon,Huck Knife,Huck Knife,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Slash,ATV,ATV,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Slash,Spectrum,Spectrum,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
Slash,Brainstorm Split,Brainstorm,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Brainstorm Split' = catalog 'Brainstorm' + edition/size/graphic qualifier
Slash,Portal,ApArtment Portal,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Portal' = catalog 'ApArtment Portal' + edition/size/graphic qualifier
West,U7opia,U7opia DLW,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'U7opia' = catalog 'U7opia DLW' + edition/size/graphic qualifier
West,OG Standard,OG standard,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
West,Cpt Achab,CPT Achab DLW,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Cpt Achab' = catalog 'CPT Achab DLW' + edition/size/graphic qualifier
West,Muveran Split,Muveran Splitboard,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Muveran Split' = catalog 'Muveran Splitboard' + edition/size/graphic qualifier
YES,Warca Uninc JPS,Warca,QUALIFIED,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,printed 'Warca Uninc JPS' = catalog 'Warca' + edition/size/graphic qualifier
YES,Jackpot,Jackpot,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
YES,Rival,Rival,EXACT,verified,2022/23 (Vol 23),2023,methodmag_23-product_guide-lo,https://issuu.com/method_magazine/docs/methodmag_23-product_guide-lo,
