edition_id,discipline,division,division_label,event_name,place,rider_name,nationality,score_or_time,notes,sources,confidence,source_file
mt-baker-legendary-banked-slalom--2008,banked-slalom,masters,Grand Masters Women Ages 50+,,1,Bob Satushek,,,,https://lbs.mtbaker.us/results/honor-roll/,likely,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2008,banked-slalom,pro,Pro Men All Ages,,1,Temple Cummins,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2008,banked-slalom,pro,Pro Women All Ages,,1,Maelle Ricker,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),,1,Nate Kewin,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,am,Women Amateurs Ages 16-29,,1,Kari Hoss,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,groms,Next Gen Ages 11 & Under,,1,Cody Warble,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,juniors,Younger Amateurs Ages 16-19,,1,Jerry Mark,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,juniors,Juniors Ages 12-15,,1,Gus Warbington,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,masters,Pro Men Masters Ages 40-49,,1,Mark Fawcett,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,masters,Masters Men Ages 30-39,,1,Ben Wadsworth,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),,1,Tanya Simonson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,masters,Mid Masters Men Ages 40-49,,1,Eric Warble,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,masters,Grand Masters Men Ages 50+,,1,Mike Hattrup,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,masters,Grand Masters Women Ages 50+,,1,Bob Satushek,,,,https://lbs.mtbaker.us/results/honor-roll/,likely,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,pro,Pro Men All Ages,,1,Harry Kearney,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2011,banked-slalom,pro,Pro Women All Ages,,1,Maelle Ricker,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),,1,Nate Kewin,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,am,Women Amateurs Ages 16-29,,1,Danielle Davis,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,groms,Next Gen Ages 11 & Under,,1,Milo Malkoski,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,juniors,Younger Amateurs Ages 16-19,,1,Ryan Roemer,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,juniors,Juniors Ages 12-15,,1,Jacob Krugmire,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,masters,Pro Men Masters Ages 40-49,,1,Mark Fawcett,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,masters,Pro Women Masters Ages 40+,,1,Barrett Christy,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,masters,Masters Men Ages 30-39,,1,Adam Hayes,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),,1,Tanya Simonson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,masters,Mid Masters Men Ages 40-49,,1,Gorio Bustamente,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,masters,Grand Masters Men Ages 50+,,1,Randy Haugen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,pro,Pro Men All Ages,,1,Terje Haakonsen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2012,banked-slalom,pro,Pro Women All Ages,,1,Maelle Ricker,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),,1,Robin Foster,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,am,Women Amateurs Ages 16-29,,1,Jennica Lowell,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,groms,Next Gen Ages 11 & Under,,1,Isabella Gomez,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,juniors,Younger Amateurs Ages 16-19,,1,Keith Dixon,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,juniors,Juniors Ages 12-15,,1,Hank Kennedy,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,masters,Pro Men Masters Ages 40-49,,1,Marcel Dolak,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,masters,Pro Women Masters Ages 40+,,1,Marni Yamada,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,masters,Masters Men Ages 30-39,,1,Jake Price,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),,1,Tanya Simonson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,masters,Mid Masters Men Ages 40-49,,1,Mike Cummins,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,masters,Grand Masters Men Ages 50+,,1,Luke Edgar,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,pro,Pro Men All Ages,,1,Seth Westcott,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2013,banked-slalom,pro,Pro Women All Ages,,1,Maelle Ricker,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),,1,Spencer Cordovano,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,am,Women Amateurs Ages 16-29,,1,Martina Nemcova,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,groms,Next Gen Ages 11 & Under,,1,Jaydn Chomlack,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,juniors,Younger Amateurs Ages 16-19,,1,Jacob Krugmire,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,juniors,Juniors Ages 12-15,,1,Hank Kennedy,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,masters,Pro Men Masters Ages 40-49,,1,Pat Abramson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,masters,Pro Women Masters Ages 40+,,1,Marni Yamada,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,masters,Masters Men Ages 30-39,,1,Scott Reynolds,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),,1,Kelly Edmonds,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,masters,Mid Masters Men Ages 40-49,,1,Tim Gallagher,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,masters,Grand Masters Men Ages 50+,,1,Jay Moore,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,pro,Pro Men All Ages,,1,Harry Kearney,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2014,banked-slalom,pro,Pro Women All Ages,,1,Marie-France Roy,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),,1,Spencer Cordovano,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,am,Women Amateurs Ages 16-29,,1,Isabella Gomez,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,groms,Next Gen Boys Ages 12 & Under,,1,Tosh Krauskopf,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,groms,Next Gen Girls Ages 12 & Under,,1,Juliette Pelchat,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,juniors,Younger Amateurs Ages 16-19,,1,Lucas Foster,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,juniors,Junior Boys Ages 13-15,,1,Milo Malkoski,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,juniors,Junior Girls Ages 13-15,,1,Kaitlyn Peterson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,masters,Pro Men Masters Ages 40-49,,1,Rob Kingwill,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,masters,Pro Women Masters Ages 40+,,1,Marni Yamada,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,masters,Masters Men Ages 30-39,,1,Chris Bowlin,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),,1,Tanya Simonson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,masters,Mid Masters Men Ages 40-49,,1,Chris Ankeny,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,masters,Grand Masters Men Ages 50+,,1,Pete Saari,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,masters,Grand Masters Women Ages 50+,,1,Kevin Boyce,,,,https://lbs.mtbaker.us/results/honor-roll/,likely,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,pro,Pro Men All Ages,,1,Matthieu Crepel,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2016,banked-slalom,pro,Pro Women All Ages,,1,Maelle Ricker,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,am,Amateur Men Ages 16-29 (ages 20-29 from 1994-2020),,1,Liam Stevens,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,am,Women Amateurs Ages 16-29,,1,Cali Carlson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,groms,Next Gen Boys Ages 12 & Under,,1,Noah Avallone,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,groms,Next Gen Girls Ages 12 & Under,,1,Amalia Pelchat,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,juniors,Younger Amateurs Ages 16-19,,1,Matteo Soltane,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,juniors,Junior Boys Ages 13-15,,1,Mac Malkoski,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,juniors,Junior Girls Ages 13-15,,1,Juliette Pelchat,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Pro Men Masters Ages 40-49,,1,Billy Anderson,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Pro Women Masters Ages 40+,,1,Marni Yamada,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Pro Men Legends Ages 50+,,1,Matt Cummins,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Masters Men Ages 30-39,,1,John Foy,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Masters Women Ages 30-39 (ages 30-44 from 1993-2020),,1,Rel Friedman,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Mid Masters Men Ages 40-49,,1,Ivo Gmuer,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Mid Masters Women Ages 40-49 (ages 45+ from 2018-2020),,1,Christine Zander,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,masters,Grand Masters Men Ages 50+,,1,Dave Wray,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,pro,Pro Men All Ages,,1,Joshua Dirksen,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
mt-baker-legendary-banked-slalom--2018,banked-slalom,pro,Pro Women All Ages,,1,Mariah Dugan,,,,https://lbs.mtbaker.us/results/honor-roll/,verified,wave2-baker-grassroots
