id,external_ref,name,series_id,year,start_date,end_date,event_type,description,community_status,catalog_status,catalog_status_note,date_precision,venue_name,city,country,disciplines,sources,confidence
air-and-style--2002,air-and-style--2002,10th Nokia Air & Style,air-and-style,2002,2002-12-14,2002-12-14,contest,,verified,held,,day,Seefeld,Seefeld in Tirol,Austria,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2003,air-and-style--2003,11th Nokia Air & Style,air-and-style,2003,2003-12-11,2003-12-12,contest,,verified,held,,day,Seefeld,Seefeld in Tirol,Austria,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2004,air-and-style--2004,12th Nokia Air & Style,air-and-style,2004,2004-12-11,2004-12-12,contest,Last Seefeld edition before the move to Munich.,verified,held,,day,Seefeld,Seefeld in Tirol,Austria,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2005,air-and-style--2005,13th Nokia Air & Style,air-and-style,2005,2005-12-03,2005-12-03,contest,First Munich edition.,verified,held,,day,Olympiastadion,Munich,Germany,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style"",""https://austria-forum.org/af/AustriaWiki/Air_&_Style""}",verified
air-and-style--2006,air-and-style--2006,14th Nokia Air & Style,air-and-style,2006,2006-12-06,2006-12-06,contest,Whitelines credits Travis Rice with the first double backflip backside 180 at Air & Style in 2006.,verified,held,,day,Olympiastadion,Munich,Germany,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style"",""https://whitelines.com/events/air-style-innsbruck""}",verified
air-and-style--2007,air-and-style--2007,15th Nokia Air & Style,air-and-style,2007,2007-12-01,2007-12-01,contest,,verified,held,,day,Olympiastadion,Munich,Germany,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2008-a,air-and-style--2008-a,"1st Billabong Air & Style quarterpipe, Innsbruck",air-and-style,2008,2008-02-02,2008-02-02,contest,"Air & Style returned to the Bergisel with a quarterpipe format, numbered separately from the big air series.",verified,held,,day,Bergisel Stadium,Innsbruck,Austria,"{""quarterpipe""}","{""https://en.wikipedia.org/wiki/Air_%26_Style"",""https://austria-forum.org/af/AustriaWiki/Air_&_Style""}",verified
air-and-style--2008-b,air-and-style--2008-b,"16th Air & Style, Munich",air-and-style,2008,2008-11-29,2008-11-29,contest,,verified,cancelled,Cancelled due to a last-minute sponsorship pullout.,day,Olympiastadion,Munich,Germany,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2009-a,air-and-style--2009-a,"2nd Billabong Air & Style quarterpipe, Innsbruck",air-and-style,2009,2009-01-31,2009-01-31,contest,Second and last of the standalone quarterpipe editions.,verified,held,,day,Bergisel Stadium,Innsbruck,Austria,"{""quarterpipe""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2009-b,air-and-style--2009-b,"17th Billabong Air & Style, Innsbruck",air-and-style,2009,2009-12-05,2009-12-05,contest,Whitelines records Marko Grilc winning with a double cork.,verified,held,,day,Bergisel Stadium,Innsbruck,Austria,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style"",""https://whitelines.com/events/air-style-innsbruck""}",verified
air-and-style--2010,air-and-style--2010,"18th Air & Style, Beijing",air-and-style,2010,2010-12-04,2010-12-04,contest,"First Beijing edition, branded 'Oakley & Shaun White Present Air & Style'; the start of the China expansion and of Shaun White's involvement with the event.",verified,held,,day,,Beijing,China,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style"",""https://collectivemag.de/air-style-vom-bergisel-stadion-in-die-ganze-welt-pid16548/""}",verified
air-and-style--2011-a,air-and-style--2011-a,"19th Billabong Air & Style, Innsbruck",air-and-style,2011,2011-02-05,2011-02-05,contest,,verified,held,,day,Bergisel Stadium,Innsbruck,Austria,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2011-b,air-and-style--2011-b,"20th Nike 6.0 Air & Style, Munich",air-and-style,2011,2011-02-12,2011-02-12,contest,Last Munich edition recorded by Wikipedia.,verified,held,,day,Olympiastadion,Munich,Germany,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2011-c,air-and-style--2011-c,"21st Air & Style, Beijing",air-and-style,2011,2011-12-03,2011-12-03,contest,,verified,held,,day,,Beijing,China,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2012-a,air-and-style--2012-a,"22nd Billabong Air & Style, Innsbruck",air-and-style,2012,2012-02-04,2012-02-04,contest,,verified,held,,day,Bergisel Stadium,Innsbruck,Austria,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2012-b,air-and-style--2012-b,"23rd Air & Style, Beijing",air-and-style,2012,2012-12-08,2012-12-08,contest,Mark McMorris and Yuki Kadono landed the first triple corks at an Air & Style event.,verified,held,,day,,Beijing,China,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style"",""https://www.worldsnowboardfederation.org/air-style-anniversary-from-innsbruck-to-china-on-to-mexico/""}",verified
air-and-style--2013-a,air-and-style--2013-a,"24th Billabong Air & Style, Innsbruck",air-and-style,2013,2013-02-01,2013-02-02,contest,Run as the event's 20th anniversary celebration.,verified,held,,day,Bergisel Stadium,Innsbruck,Austria,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style"",""https://www.worldsnowboardfederation.org/air-style-anniversary-from-innsbruck-to-china-on-to-mexico/""}",verified
air-and-style--2013-b,air-and-style--2013-b,Air & Style Mexico City,air-and-style,2013,2013-05-24,2013-05-25,contest,Announced by the World Snowboard Federation as the first Air & Style event in Latin America. Not listed in the Wikipedia edition table and not independently confirmed as having taken place.,unverified,held,,day,,Mexico City,Mexico,"{""big-air""}","{""https://www.worldsnowboardfederation.org/air-style-anniversary-from-innsbruck-to-china-on-to-mexico/""}",likely
air-and-style--2013-c,air-and-style--2013-c,"25th Air & Style, Beijing",air-and-style,2013,2013-12-07,2013-12-07,contest,Last edition in the English Wikipedia edition table.,verified,held,,day,,Beijing,China,"{""big-air""}","{""https://en.wikipedia.org/wiki/Air_%26_Style""}",verified
air-and-style--2014,air-and-style--2014,Air + Style Beijing 2014,air-and-style,2014,2014-12-05,2014-12-06,contest,"Opening stop of the three-city 2014/15 Air + Style tour, the first season with Shaun White as majority owner.",verified,held,,day,,Beijing,China,"{""big-air""}","{""https://www.snowboarder.com/news/shaun-white-air-and-style-los-angeles-february-21-22-2015"",""https://collectivemag.de/air-style-vom-bergisel-stadion-in-die-ganze-welt-pid16548/""}",verified
air-and-style--2015-a,air-and-style--2015-a,Air + Style Innsbruck 2015,air-and-style,2015,2015-01-16,2015-01-17,contest,Second stop of the 2014/15 tour. Tiroler Tageszeitung reports 2015 as the last year of Air+Style snowboard action at the Bergisel stadium itself.,verified,held,,day,,Innsbruck,Austria,"{""big-air""}","{""https://www.snowboarder.com/news/shaun-white-air-and-style-los-angeles-february-21-22-2015"",""https://www.tt.com/artikel/16237751/das-erbe-des-air-style-snowboarder-fliegen-wieder-auf-bergisel-ab""}",verified
air-and-style--2015-b,air-and-style--2015-b,Air + Style Los Angeles 2015,air-and-style,2015,2015-02-21,2015-02-22,contest,"First Air + Style in North America and the finale of the 2014/15 tour, built on a 16-storey scaffold with a 70 ft jump.",verified,held,,day,Rose Bowl parking lot,Pasadena,United States,"{""big-air""}","{""https://www.snowboarder.com/news/shaun-white-air-and-style-los-angeles-february-21-22-2015""}",verified
air-and-style--2015-c,air-and-style--2015-c,Air + Style Beijing 2015,air-and-style,2015,2015-12-05,,contest,Beijing stop of the 2015/16 Air + Style tour; not present in the wave-1 edition list.,unverified,held,,day,Beijing Olympic Sports Centre,Beijing,China,"{""big-air""}","{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen""}",likely
air-and-style--2016-a,air-and-style--2016-a,Opel Air + Style Innsbruck 2016,air-and-style,2016,2016,,contest,First year at Olympiaworld rather than in the Bergisel stadium (Onboard's report places the arena in an open car park beside the Bergisel). Strong valley winds forced organisers to cancel the rounds after round two and to score the podium from the three highest combined round-two scores. Collective reports 2016 as the first year women competed at Innsbruck; Method Mag says the first women's field at Innsbruck was 2017. Shaun White announced during the event that the tour would expand to five stops. Exact dates not found in a source I opened.,unverified,held,,year,Olympiaworld Innsbruck,Innsbruck,Austria,"{""big-air""}","{""https://www.innsbruck.info/blog/en/events/air-and-style2016/"",""https://onboardmag.com/news/snowboarding-events/bad-wind-airs-tyle-innsbruck-2016-report-gallery.html"",""https://collectivemag.de/air-style-vom-bergisel-stadion-in-die-ganze-welt-pid16548/""}",likely
air-and-style--2016-b,air-and-style--2016-b,Air + Style Los Angeles 2016,air-and-style,2016,2016-02-20,2016-02-21,contest,"Second LA edition, moved from the Rose Bowl to Exposition Park next to the LA Coliseum; 16-storey big air jump plus two music stages.",verified,held,,day,Exposition Park,Los Angeles,United States,"{""big-air""}","{""https://www.welikela.com/air-style-festival-2016/""}",verified
air-and-style--2017-a,air-and-style--2017-a,Air + Style Innsbruck-Tirol 2017,air-and-style,2017,2017-02,,contest,"Method Mag calls this the 34th edition and says it was the first year women competed in the Air + Style big air, with 30 men and 8 women plus 16 live music acts over two days. Tiroler Tageszeitung reports the Air+Style contest's history ended in 2017 in the Olympiaworld car park. Edition numbering here (34th) is inconsistent with Wikipedia's numbering (25th for Beijing 2013).",unverified,held,,month,Olympiaworld Innsbruck,Innsbruck,Austria,"{""big-air""}","{""https://www.methodmag.com/news/air-style-festival-innsbruck-tirol-2017.html"",""https://www.tt.com/artikel/16237751/das-erbe-des-air-style-snowboarder-fliegen-wieder-auf-bergisel-ab""}",likely
air-and-style--2017-b,air-and-style--2017-b,Air + Style Beijing 2017,air-and-style,2017,2017-02,,contest,Reported by Sport1 in February 2017; exact dates and venue not stated in the page I opened. [v0.2 flag: the row carries a February 2017 date but the German source dates the Beijing edition 25 November 2017. Unresolved.],unverified,held,,month,,Beijing,China,"{""big-air""}","{""https://www.sport1.de/actionsport/2017/02/air-style-beijing-2017-anna-gasser-and-mark-mcmorris-holen-den-sieg""}",likely
air-and-style--2017-c,air-and-style--2017-c,Air + Style Los Angeles 2017,air-and-style,2017,2017-02-18,2017-02-19,contest,"Third and, on the evidence found, last LA edition.",verified,held,,day,Exposition Park,Los Angeles,United States,"{""big-air""}","{""https://edmidentity.com/2017/01/11/air-style-2017-daily-lineups/""}",verified
air-and-style--2018,air-and-style--2018,Air + Style Beijing 2018,air-and-style,2018,2018-11-24,,contest,FIS Snowboard Big Air World Cup stop. Not present in the wave-1 edition list.,verified,held,,day,Beijing Olympic Sports Centre,Beijing,China,"{""big-air""}","{""https://de.wikipedia.org/wiki/Air_%26_Style/Wertungen"",""https://www.fis-ski.com/en/snowboard/park-and-pipe/pipe-and-slope/news-multimedia/news/gasser-and-thorgren-claim-air-style-big-air-wins-in-beijing""}",verified
air-and-style--2019,air-and-style--2019,Air + Style Beijing 2019,air-and-style,2019,2019-12,,contest,Run as an FIS big air World Cup (FIS news item dated 15 December 2019). German Wikipedia calls the 2019 Beijing event the 25th and most recent edition of Air & Style. Exact dates and venue not confirmed in a page I opened.,unverified,held,,month,,Beijing,China,"{""big-air""}","{""https://www.fis-ski.com/snowboard-park-and-pipe/news/2019-20/air-style-beijing-big-air-world-cup-2019-20"",""https://de.wikipedia.org/wiki/Air_%26_Style""}",likely
argentina-snowboard-tour--2012,argentina-snowboard-tour--2012,Argentina Snowboard Tour 2012,argentina-snowboard-tour,2012,2012-05,2012-08,contest,"Five events between May and August 2012: urban big airs in Buenos Aires (one of them invitational) plus stops at Cerro Chapelco, Cerro Bayo and Cerro Catedral. All but the invitational open to any rider regardless of nationality or level.",unverified,held,,month,,,Argentina,"{""big-air"",""slopestyle""}","{""https://www.worldsnowboardfederation.org/the-argentina-snowboard-tour-ast/""}",likely
argentina-snowboard-tour--2014,argentina-snowboard-tour--2014,Argentina Snowboard Tour 2014,argentina-snowboard-tour,2014,2014,,contest,"Third tour stop was the Snow Travel South America Snowboard Challenge slopestyle at La Hoya on 20 August 2014, the second time La Hoya hosted it and the final stop of the season for Brazilian riders. Other 2014 stops not listed in the source. Related Argentine events reported the same season: Rip Curl Grom Winter Search and the ALIVE and KICKING Rip Curl Pro (23 Aug) at Cerro Catedral, Bariloche, and the DC Slopestyle Pro at Cerro Chapelco (5 Aug).",unverified,held,,year,,,Argentina,"{""slopestyle"",""big-air""}","{""https://www.worldsnowboardfederation.org/third-tour-stop-argentina-snowboard-tour-2014/"",""https://www.worldsnowboardfederation.org/?s=Argentina""}",likely
audi-nines--2014,audi-nines--2014,Nine Knights & Nine Queens 2014,audi-nines,2014,2014,,contest,"First edition to combine the men's and women's events, and the first with snowboarders on the roster.",unverified,held,,year,Livigno,Livigno,Italy,"{""big-air"",""hip"",""other""}","{""https://www.downdays.eu/articles/audi-nines-retrospective/""}",likely
audi-nines--2016,audi-nines--2016,Suzuki Nine Knights 2016,audi-nines,2016,2016,,contest,"First Nine Knights at Watles; the edition built around the 'Perfect Hip' feature. A separate Nine Queens ran at Serfaus-Fiss-Ladis, Austria the same year.",unverified,held,,year,Watles,"Mals/Malles Venosta, South Tyrol",Italy,"{""hip"",""big-air"",""other""}","{""https://www.downdays.eu/articles/audi-nines-retrospective/""}",likely
audi-nines--2017,audi-nines--2017,Suzuki Nine Royals 2017,audi-nines,2017,2017,,contest,"First official combined men's and women's, ski and snowboard event under the Nine Royals name.",unverified,held,,year,Watles,"Mals/Malles Venosta, South Tyrol",Italy,"{""hip"",""big-air"",""other""}","{""https://www.downdays.eu/articles/audi-nines-retrospective/""}",likely
audi-nines--2018,audi-nines--2018,Audi Nines 2018,audi-nines,2018,2018,,contest,First edition under the Audi Nines name after Audi became title sponsor and the event was rebranded.,unverified,held,,year,Soelden / Obergurgl,"Oetztal, Tirol",Austria,"{""hip"",""big-air"",""other""}","{""https://www.downdays.eu/articles/audi-nines-retrospective/""}",likely
audi-nines--2019,audi-nines--2019,Audi Nines 2019,audi-nines,2019,2019,,contest,,unverified,held,,year,Soelden / Obergurgl,"Oetztal, Tirol",Austria,"{""hip"",""big-air"",""other""}","{""https://www.downdays.eu/articles/audi-nines-retrospective/""}",likely
audi-snowboard-series--2013,audi-snowboard-series--2013,Audi Snowboard Series 2013/14,audi-snowboard-series,2013,2013,,contest,"More than 30 events across Switzerland in freestyle, boardercross and race. Named stops include a 3-Star World Snowboard Tour contest at Laax and European Cups at Davos, Lenzerheide and Lenk; the Swiss Championships in all three disciplines close the season, with the freestyle championships at Corvatsch on 11-12 April 2014.",verified,held,,year,,,Switzerland,"{""slopestyle"",""halfpipe"",""boardercross"",""other""}","{""https://www.worldsnowboardfederation.org/audi-snowboard-series/""}",verified
b4bc-snowboard-and-music-festival--1996,b4bc-snowboard-and-music-festival--1996,1st B4BC Snowboard + Music Festival,b4bc-snowboard-and-music-festival,1996,1996-04,1996-04,contest,"Inaugural festival, April 1996. Venue not stated in the source found.",unverified,held,,month,,,USA,{},"{""https://b4bc.org/about/""}",likely
baldy-banked-slalom--2026,baldy-banked-slalom--2026,2026 Baldy Banked Slalom,baldy-banked-slalom,2026,2026-03-07,2026-03-07,contest,Described by the source as 'now in its 14th year'. Dates from a third-party events roundup.,unverified,held,,day,Sun Valley Resort,"Sun Valley, Idaho",USA,"{""banked-slalom""}","{""https://localfreshies.com/banked-slalom-event-showcase/""}",likely
bc-snowboard-provincial-series--2025,bc-snowboard-provincial-series--2025,2025 BC Snowboard Provincial Series,bc-snowboard-provincial-series,2025,2025-01-11,2025-03-19,contest,Season stops per BC Snowboard's results archive: Whistler Blackcomb slopestyle 11-12 January; Big White SBX 18-19 January; Big White slopestyle 25-26 January; Silver Star slopestyle 22-23 February; Sun Peaks slopestyle 17 March; Sun Peaks SBX 19 March. The Neil Edgeworth Memorial Banked Slalom (28-30 March) and the Sun Peaks Speed Nation SBX Tour stop (4-5 January) appear in the same archive but are separate events.,verified,held,,day,,,Canada,"{""slopestyle"",""boardercross""}","{""https://www.bcsnowboard.com/2025-event-results/""}",verified
big-white-para-snowboard-world-cup--2017,big-white-para-snowboard-world-cup--2017,2017 World Para Snowboard Championships,big-white-para-snowboard-world-cup,2017,2017-02-01,2017-02-08,contest,"Over 100 athletes from 25 countries. Snowboardcross contested 4 February, banked slalom 7 February, in SB-LL1, SB-LL2 and SB-UL classes for men and women. Dry-land work was done in advance to rebuild the start section and first turn.",verified,held,,day,Big White Ski Resort,Kelowna,Canada,"{""boardercross"",""banked-slalom""}","{""https://www.canadasnowboard.ca/en/news/?id=1147""}",verified
big-white-para-snowboard-world-cup--2018,big-white-para-snowboard-world-cup--2018,2018 World Para Snowboard World Cup Finals,big-white-para-snowboard-world-cup,2018,2018-02-05,2018-02-09,contest,"World Cup finals, listed on Canada Snowboard's 2017-18 domestic calendar.",verified,held,,day,Big White Ski Resort,Kelowna,Canada,"{""boardercross"",""banked-slalom""}","{""https://www.canadasnowboard.ca/en/news/?id=1213""}",verified
big-white-para-snowboard-world-cup--2019,big-white-para-snowboard-world-cup--2019,2019 World Para Snowboard World Cup Big White,big-white-para-snowboard-world-cup,2019,2019-02-03,2019-02-08,contest,Canada Snowboard announced this as para snowboard's seventh consecutive year at Big White.,verified,held,,day,Big White Ski Resort,Kelowna,Canada,"{""boardercross"",""banked-slalom""}","{""https://www.canadasnowboard.ca/en/news/?id=1259"",""https://www.canadasnowboard.ca/en/news/?id=1258""}",verified
big-white-para-snowboard-world-cup--2025,big-white-para-snowboard-world-cup--2025,FIS Para Snowboard World Championships 2025,big-white-para-snowboard-world-cup,2025,2025-03-04,2025-03-10,contest,Banked slalom course had 23 banks. Included the first team event in para snowboard World Championship history.,verified,held,,day,"TELUS Park, Big White Ski Resort",Kelowna,Canada,"{""boardercross"",""banked-slalom"",""team""}","{""https://www.bigwhite.com/explore-big-white/blog/mountain-news/fis-pswc-25""}",verified
blue-mountain-fis-snowboard-world-cup--2013,blue-mountain-fis-snowboard-world-cup--2013,2013 Blue Mountain World Cup snowboard cross,blue-mountain-fis-snowboard-world-cup,2013,2013-02-01,2013-02-02,contest,"Listed in the FIS calendar for the 2013 season as 'Blue Mountain WC - QUA 4xSBX'. [QA-corrected: FIS calendar reads 4xSBX, four snowboard cross races, not a team event.]",unverified,held,,day,Blue Mountain Resort,Collingwood,Canada,"{""boardercross""}","{""https://www.fis-ski.com/DB/general/calendar-results.html?sectorcode=SB&seasoncode=2013&categorycode=WC&nationcode=CAN""}",likely
blue-mountain-fis-snowboard-world-cup--2020,blue-mountain-fis-snowboard-world-cup--2020,2020 Blue Mountain FIS Snowboard World Cup (PGS),blue-mountain-fis-snowboard-world-cup,2020,2020-02-29,2020-03-01,contest,,verified,held,,day,Blue Mountain Resort,Collingwood,Canada,"{""parallel-giant-slalom""}","{""https://olympic.ca/2019/10/24/winter-competitions-coming-to-canada-in-2019-20/""}",verified
bomb-hole-cup--2026,bomb-hole-cup--2026,5th Annual Bomb Hole Cup,bomb-hole-cup,2026,2026,,contest,"Day one banked slalom, day two open-jam park showdown. Held in April 2026; exact dates not stated on the resort page, which announces April 3-4, 2027 for the next edition.",unverified,held,,year,Brighton Resort,"Brighton, Utah",USA,"{""banked-slalom"",""jib""}","{""https://www.brightonresort.com/events/the-bomb-hole-cup"",""https://www.snowboard.international/features/north-america-snowboard-events-2025-26/""}",likely
bomber-banked-slalom--2026,bomber-banked-slalom--2026,13th Annual Bomber Banked Slalom,bomber-banked-slalom,2026,2026-03-28,2026-03-29,contest,One run per day over two days; 14 divisions; field capped at 250 snowboarders. Course on Katsuk at the summit off Chair 2.,unverified,held,,day,Mission Ridge Ski and Board Resort,"Wenatchee, Washington",USA,"{""banked-slalom""}","{""https://www.missionridge.com/event/bomber-banked-slalom/""}",likely
bucket-banked-slalom--2026,bucket-banked-slalom--2026,2026 Bucket Banked Slalom,bucket-banked-slalom,2026,2026-04-11,2026-04-11,contest,"The next edition is announced for April 10, 2027.",unverified,cancelled,Cancelled due to snow conditions.,day,Winter Park Resort,"Winter Park, Colorado",USA,"{""banked-slalom""}","{""https://www.winterparkresort.com/things-to-do/competition-center/comp-center-events/bucket-banked-slalom""}",likely
burton-australian-open--2008,burton-australian-open--2008,2008 Burton Australian Open,burton-australian-open,2008,2008-09-02,2008-09-06,contest,"Second stop of the 2008/09 Burton Global Open Series, as announced in the series calendar. Disciplines not stated in the announcement. [QA-flagged: dates and venue are from a pre-season calendar, so the event is confirmed as scheduled rather than as held.]",unverified,held,,day,Perisher Blue,,Australia,{},"{""https://whitelines.com/archive/news/burton-global-open-series-08-09.html""}",likely
burton-canadian-open--2009,burton-canadian-open--2009,2009 Burton Canadian Open,burton-canadian-open,2009,2009,,contest,"Rated Swatch TTR 5Star. Mikkel Bang and Silvia Mittermueller won the slopestyle, reported by Onboard on 2009-02-09. Unresolved: the 2008/09 Burton Global Open Series calendar announced the Burton Canadian Open for 2008-12-01 to 2008-12-07 at the same venue, so either the edition moved to February 2009 or there were two runnings. Only one edition row is recorded here.",unverified,held,,year,Canada Olympic Park,Calgary,Canada,"{""slopestyle""}","{""https://onboardmag.com/news/snowboarding-events/burton-canadian-open-slopestyle.html"",""https://whitelines.com/archive/news/burton-global-open-series-08-09.html""}",likely
burton-canadian-open--2010,burton-canadian-open--2010,2010 Burton Canadian Open,burton-canadian-open,2010,2010-02-01,2010-02-07,contest,5Star TTR event; men's and women's slopestyle and halfpipe. Dates from the TTR World Snowboard Tour registration listing.,verified,held,,day,Canada Olympic Park,Calgary,Canada,"{""halfpipe"",""slopestyle""}","{""https://www.worldsnowboardfederation.org/registration-open-for-ttr-world-snowboard-tour-events/""}",verified
burton-european-open--1999,burton-european-open--1999,1999 Burton European Open,burton-european-open,1999,1999,,contest,"Reported as the first Burton European Open, with the halfpipe at Axamer Lizum and the slopestyle at Seegrube in the Innsbruck area. Natasza Zurek won the halfpipe. Note that later edition numbering used by the organisers and the World Snowboard Federation (2011 = 12th annual, 2012 = 13th annual) counts the first edition as 2000, so the year of this first edition is disputed.",unverified,held,,year,Axamer Lizum / Seegrube,Innsbruck,Austria,"{""halfpipe"",""slopestyle""}","{""https://www.burton.com/blogs/the-burton-blog/10-years-laax-open/"",""https://coolerlifestyle.com/news/events/burton-european-open-looks-back-at-ten-years-of-epic-snowboarding.html""}",likely
burton-european-open--2001,burton-european-open--2001,2001 Burton European Open,burton-european-open,2001,2001,,contest,The only year alpine snowboarders competed alongside the freestyle disciplines.,unverified,held,,year,Fieberbrunn,Fieberbrunn,Austria,"{""halfpipe"",""slopestyle""}","{""https://coolerlifestyle.com/news/events/burton-european-open-looks-back-at-ten-years-of-epic-snowboarding.html"",""https://coolerlifestyle.com/news/events/the-burton-european-open.html"",""https://onboardmag.com/news/european-news/laax-set-to-host-laax-open-2016.html""}",likely
burton-european-open--2002,burton-european-open--2002,2002 Burton European Open,burton-european-open,2002,2002,,contest,"Cooler's 2009 retrospective places the Burton European Open at Livigno, Italy for 2002-2004. Exact dates not sourced. Natasza Zurek won the halfpipe at Livigno in 2003.",unverified,held,,year,Livigno,Livigno,Italy,"{""halfpipe"",""slopestyle""}","{""https://coolerlifestyle.com/news/events/the-burton-european-open.html"",""https://coolerlifestyle.com/news/events/burton-european-open-looks-back-at-ten-years-of-epic-snowboarding.html""}",likely
