model_id,brand_id,brand_name,model_name,first_year,year_basis,last_year,year_note,category,pro_rider,series_or_family,confidence,notes,sources
arbor--metal-machine,arbor,Arbor,Metal Machine,2025,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production. | Earliest sourced,freestyle,,,verified,First year widened to 2025 from Send It DB (was 2027).,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--padre,arbor,Arbor,Padre,2025,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production. | Earliest sourced,freeride,,,verified,First year widened to 2025 from Send It DB (was 2027).,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--red-gerard-pro,arbor,Arbor,Red Gerard Pro,2026,earliest_sourced,2026,Earliest confirmed 2027 (evo listing); still in production. | Earliest sourced,freestyle,Red Gerard,,verified,First year widened to 2026 from Send It DB (was 2027).,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--rooster-fish,arbor,Arbor,Rooster Fish,2027,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production. | Earliest sourced,powder,,,verified,,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--scion,arbor,Arbor,Scion,2027,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production.,kids,,,verified,,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--seedling,arbor,Arbor,Seedling,2027,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production.,kids,,,verified,,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--sin-cara,arbor,Arbor,Sin Cara,2027,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production.,unknown,,,verified,Women's model.,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--sin-nombre,arbor,Arbor,Sin Nombre,2016,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production.,freeride,,,verified,First year widened to 2016 from Send It DB (was 2027).,https://www.evo.com/shop/snowboard/snowboards/arbor | https://thegoodride.com/snowboard-reviews/ | https://thegoodride.com/snowboard-reviews/?brand=jones | https://www.senditdb.com/brands/arbor
arbor--terrapin,arbor,Arbor,Terrapin,2018,earliest_sourced,2020,Earliest confirmed 2027 (evo listing); still in production. | Earliest sourced (Terrapin PFD),powder,,,verified,First year widened to 2018 from Send It DB (was 2027).,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
arbor--veda,arbor,Arbor,Veda,2023,earliest_sourced,2027,Earliest confirmed 2027 (evo listing); still in production. | Earliest sourced,freeride,,,verified,Women's model. | Women's. First year widened to 2023 from Send It DB (was 2027).,https://www.evo.com/shop/snowboard/snowboards/arbor | https://www.senditdb.com/brands/arbor
atomic--alibi,atomic,Atomic,Alibi,2004,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window). | Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Alibi RENU 2011. | Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://www.snowdb.com/catalog/atomic | https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--bond,atomic,Atomic,Bond,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--don,atomic,Atomic,Don,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--don-sr,atomic,Atomic,Don Sr.,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--hatchet,atomic,Atomic,Hatchet,2004,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window). | Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://www.snowdb.com/catalog/atomic | https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--kumicho,atomic,Atomic,Kumicho,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--kung-pow,atomic,Atomic,Kung Pow,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on the Feb 2004 board page (MY2004).,https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--mighty-d,atomic,Atomic,Mighty D,2004,earliest_sourced,2010,Confirmed in SnowDB catalog archive for model years 2010-2010 (archive covers 2008-2012 only; run may extend outside that window). | Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://www.snowdb.com/catalog/atomic | https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--mini-d,atomic,Atomic,Mini D,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--mugshot,atomic,Atomic,Mugshot,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--polarity,atomic,Atomic,Polarity,2004,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window). | Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Women's. | Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://www.snowdb.com/catalog/atomic | https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--radon,atomic,Atomic,Radon,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--rapture,atomic,Atomic,Rapture,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on the Feb 2004 board page (MY2004).,https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--tika,atomic,Atomic,Tika,2004,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window). | Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Women's. | Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://www.snowdb.com/catalog/atomic | https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--triarc,atomic,Atomic,Triarc,2004,earliest_sourced,,Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--vantage,atomic,Atomic,Vantage,2004,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window). | Listed on brand site (Wayback) for MY2004; may predate,unknown,,,verified,Listed on both the Sept 2003 and Feb 2004 board pages (MY2004).,https://www.snowdb.com/catalog/atomic | https://web.archive.org/web/20030925214647/http://www.atomicsnowboarding.com/product.boards.php | https://web.archive.org/web/20040207030807/http://www.atomicsnowboarding.com/product.boards.php
atomic--axum,atomic,Atomic,Axum,2010,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/atomic
atomic--banger,atomic,Atomic,Banger,2010,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window).,unknown,,,likely,,https://www.snowdb.com/catalog/atomic
