id,brand,model,model_year,shape,image_url,external_ref,community_status,added_by,created_at
e95212f8-7320-418d-87b7-e278ff35c3f4,AME Snowboard,QUANTIC 175 WOOD,2026,,,catalog:ame-snowboard--quantic-175-wood,unverified,,2026-09-04T18:50:02.038797+00:00
4165ab27-a790-4cce-ac70-4824ac09f46a,AME Snowboard,ROAM 173 ART,2026,,,catalog:ame-snowboard--roam-173-art,unverified,,2026-09-04T18:50:02.038797+00:00
02040a71-9e60-42ff-953e-f8afe4de0e9f,AME Snowboard,WES 160 FACTORY,2026,,,catalog:ame-snowboard--wes-160-factory,unverified,,2026-09-04T18:50:02.038797+00:00
6a096321-6b4a-45a1-bcfc-91de8234fff5,AMICSS,AFX,2023,,,catalog:amicss--afx,unverified,,2026-09-04T18:50:02.038797+00:00
d8765621-2c75-4d62-9233-704dc65029cc,AMICSS,AGGRESSOR,2020,,,catalog:amicss--aggressor,unverified,,2026-09-04T18:50:02.038797+00:00
592e3b47-b7b6-48c1-9244-a821095a981c,AMICSS,ARZ,2027,,,catalog:amicss--arz,unverified,,2026-09-04T18:50:02.038797+00:00
91837c4c-b071-40d9-9d96-8a3ceeea0715,AMICSS,DEX,2023,,,catalog:amicss--dex,unverified,,2026-09-04T18:50:02.038797+00:00
7f4b81cd-fe0e-4a1a-bf07-669b6893ab00,AMICSS,DFX,2025,,,catalog:amicss--dfx,unverified,,2026-09-04T18:50:02.038797+00:00
983a7e0f-b4f5-411e-a0ef-673c67d53802,AMICSS,DMT,2020,,,catalog:amicss--dmt,unverified,,2026-09-04T18:50:02.038797+00:00
89af73ad-510a-4ce6-ab85-b73e654c2097,AMICSS,DNA,2020,,,catalog:amicss--dna,unverified,,2026-09-04T18:50:02.038797+00:00
2aad779e-0e4c-44b1-aa11-7d560634a346,AMICSS,DNA Ti,2020,,,catalog:amicss--dna-ti,unverified,,2026-09-04T18:50:02.038797+00:00
0b9dc5dc-4fce-458b-a681-50214fe36381,AMICSS,LV,2026,,,catalog:amicss--lv,unverified,,2026-09-04T18:50:02.038797+00:00
ba98a35f-f2ae-48e6-bc9a-ba20e5ab46dc,AMICSS,RCI,2020,,,catalog:amicss--rci,unverified,,2026-09-04T18:50:02.038797+00:00
46bee7d9-ed6c-4269-947a-c5ec5bb82172,AMICSS,RCJ,2025,,,catalog:amicss--rcj,unverified,,2026-09-04T18:50:02.038797+00:00
c506af6a-64e0-4963-b73d-ace8abdc7b90,AMICSS,RCV,2020,,,catalog:amicss--rcv,unverified,,2026-09-04T18:50:02.038797+00:00
3c80331b-4603-46c4-963f-04d550ec758c,AMICSS,World Cup,2020,,,catalog:amicss--world-cup,unverified,,2026-09-04T18:50:02.038797+00:00
30ae93d3-cc7c-4090-8e6e-182c18bcf81b,AMICSS,World Cup Factory Model,2025,,,catalog:amicss--world-cup-factory-model,unverified,,2026-09-04T18:50:02.038797+00:00
93b3152e-2e68-460a-9dde-26b722cf410b,AMICSS,XFIT,2025,,,catalog:amicss--xfit,unverified,,2026-09-04T18:50:02.038797+00:00
fef176dd-d739-4e2d-ae2c-a1edeb9110c3,AMICSS,XLAY,2023,,,catalog:amicss--xlay,unverified,,2026-09-04T18:50:02.038797+00:00
a4e305e6-88f4-408a-84b6-e8cc9c73dd59,Amplid,AGL Board,2013,,,catalog:amplid--agl-board,unverified,,2026-09-04T18:50:01.363043+00:00
2ab3ca42-06c8-4e21-bb39-614eb1d6ed7c,Amplid,Aloha Vibes,2019,,,catalog:amplid--aloha-vibes,unverified,,2026-09-04T18:50:01.363043+00:00
0b23c26b-873d-4bb9-a71d-b8daaf2bb0cd,Amplid,Big Kahuna,2023,,,catalog:amplid--big-kahuna,unverified,,2026-09-04T18:50:01.363043+00:00
72f830b6-dcca-4750-8ec2-6f954ccfa915,Amplid,Cab Driver,2025,,,catalog:amplid--cab-driver,unverified,,2026-09-04T18:50:01.363043+00:00
054fd8b7-a082-4cdb-9d30-36172c61910e,Amplid,Creamer,2013,,,catalog:amplid--creamer,unverified,,2026-09-04T18:50:01.363043+00:00
948f1758-f80a-433e-b686-a55b89df6e53,Amplid,Dada,2019,,,catalog:amplid--dada,unverified,,2026-09-04T18:50:01.363043+00:00
89491e9e-ac5b-4bb9-9ebd-243b513f9638,Amplid,Deceleration,2013,,,catalog:amplid--deceleration,unverified,,2026-09-04T18:50:01.363043+00:00
658cc04a-7ecc-47c9-8359-0d7519d3d334,Amplid,Dopamine,2013,,,catalog:amplid--dopamine,unverified,,2026-09-04T18:50:01.363043+00:00
7f3ecf1d-1792-4e73-ab64-8d95fd04e194,Amplid,Freequencer,2022,,,catalog:amplid--freequencer,unverified,,2026-09-04T18:50:01.363043+00:00
559e2731-b8ad-4298-8788-9ecfb66872d8,Amplid,Gogo,2015,,,catalog:amplid--gogo,unverified,,2026-09-04T18:50:01.363043+00:00
3b77d3ee-8fb7-4156-92ce-9e123366e7c8,Amplid,HiDef,2013,,,catalog:amplid--hidef,unverified,,2026-09-04T18:50:01.363043+00:00
91d41d17-ce64-4737-93fb-066de15c8009,Amplid,Hifi,2016,,,catalog:amplid--hifi,unverified,,2026-09-04T18:50:01.363043+00:00
31e1c139-5227-4a75-8499-2d6a45a15f56,Amplid,Kill Switch,2021,,,catalog:amplid--kill-switch,unverified,,2026-09-04T18:50:01.363043+00:00
0a1f2cbf-573b-4b40-a693-0b0710f1f6dc,Amplid,Kodama,2025,,,catalog:amplid--kodama,unverified,,2026-09-04T18:50:01.363043+00:00
83aec7ce-faaf-467d-8819-d6a3f20839a7,Amplid,Lab Carbon Split,2015,,,catalog:amplid--lab-carbon-split,unverified,,2026-09-04T18:50:01.363043+00:00
0d995f56-0acc-46e0-894a-8ec1475c67ff,Amplid,Libertine,2013,,,catalog:amplid--libertine,unverified,,2026-09-04T18:50:01.363043+00:00
e8a069ad-4006-433d-957c-4d717ba0c4b9,Amplid,Liquorice,2013,,,catalog:amplid--liquorice,unverified,,2026-09-04T18:50:01.363043+00:00
3d8073c0-afcb-468f-aec1-28a97586028a,Amplid,LoBro,2013,,,catalog:amplid--lobro,unverified,,2026-09-04T18:50:01.363043+00:00
077789cc-a9a5-4645-97a4-dbceb8862b73,Amplid,Lovelife,2015,,,catalog:amplid--lovelife,unverified,,2026-09-04T18:50:01.363043+00:00
678de54d-65fa-44f5-bba7-51605a30c320,Amplid,Mahalo,2021,,,catalog:amplid--mahalo,unverified,,2026-09-04T18:50:01.363043+00:00
58a601e4-7de0-45f2-8575-460e06f45a35,Amplid,Memory Stick,2025,,,catalog:amplid--memory-stick,unverified,,2026-09-04T18:50:01.363043+00:00
b4b441ec-5143-45bf-9d73-cc12a0a16bae,Amplid,Metamorph,2025,,,catalog:amplid--metamorph,unverified,,2026-09-04T18:50:01.363043+00:00
d39bf476-09df-4305-a77d-81db47338f67,Amplid,Millisurf,2018,,,catalog:amplid--millisurf,unverified,,2026-09-04T18:50:01.363043+00:00
ae1bf48e-ce07-47e5-bd36-0ffe8536836f,Amplid,Mood Bender,2026,,,catalog:amplid--mood-bender,unverified,,2026-09-04T18:50:01.363043+00:00
f15de377-4407-48ad-824d-bc1a418d822c,Amplid,Morning Glory,2014,,,catalog:amplid--morning-glory,unverified,,2026-09-04T18:50:01.363043+00:00
43c280cb-63a0-4b02-b481-9603dd64ec6f,Amplid,Morning Split,2014,,,catalog:amplid--morning-split,unverified,,2026-09-04T18:50:01.363043+00:00
95d5ebc2-376c-43ef-9d48-fc401730a3c6,Amplid,Ohana Vibes,2026,,,catalog:amplid--ohana-vibes,unverified,,2026-09-04T18:50:01.363043+00:00
03d2cf4b-efb1-42b7-92e5-761bf97024c0,Amplid,Paradigma,2013,,,catalog:amplid--paradigma,unverified,,2026-09-04T18:50:01.363043+00:00
bca4e6ae-3655-494b-8b3d-fc9932aae6bd,Amplid,Pentaquark,2018,,,catalog:amplid--pentaquark,unverified,,2026-09-04T18:50:01.363043+00:00
5f208fb6-d502-4c38-b439-3bfed1c3eb15,Amplid,Pillow Talk,2015,,,catalog:amplid--pillow-talk,unverified,,2026-09-04T18:50:01.363043+00:00
408ff19a-1feb-4ff6-8b26-c135ac058fc7,Amplid,Pocketknife,2014,,,catalog:amplid--pocketknife,unverified,,2026-09-04T18:50:01.363043+00:00
3bc5691b-36f7-41b9-b791-48c2e2fadb29,Amplid,Psychonaut,2025,,,catalog:amplid--psychonaut,unverified,,2026-09-04T18:50:01.363043+00:00
e6f5f9ec-4887-4428-abff-234d4b9c8b73,Amplid,Singular,2024,,,catalog:amplid--singular,verified,,2026-09-02T23:05:13.572077+00:00
c3e58d8d-218c-4453-ba0d-a982e424c687,Amplid,Singular Twin,2023,,,catalog:amplid--singular-twin,unverified,,2026-09-04T18:50:01.363043+00:00
95c8a065-af0b-4a3d-91a2-107ea183d0f7,Amplid,Slogan,2013,,,catalog:amplid--slogan,unverified,,2026-09-04T18:50:01.363043+00:00
6f6622cf-d6f0-4d66-811d-364819eb25fc,Amplid,Snommelier,2024,,,catalog:amplid--snommelier,unverified,,2026-09-02T23:05:13.572077+00:00
9c67b2a7-9f22-4a68-ac4d-62f1fad4d307,Amplid,Soulmate,2024,,,catalog:amplid--soulmate,verified,,2026-09-02T23:05:13.572077+00:00
b51a0fd4-f709-42e0-940a-44adfa73b2eb,Amplid,Souly Grail,2024,,,catalog:amplid--souly-grail,verified,,2026-09-02T23:05:13.572077+00:00
769810ba-8292-4ac1-bfde-ea030ec9d741,Amplid,Spray Tray,2021,,,catalog:amplid--spray-tray,unverified,,2026-09-04T18:50:01.363043+00:00
b5f21f7d-1bb3-4a7a-b9bd-a622f424bc8f,Amplid,Stereo,2015,,,catalog:amplid--stereo,unverified,,2026-09-04T18:50:01.363043+00:00
faa6e59f-4964-47c4-8892-4aeeabb54a6c,Amplid,Surf Shuttle,2021,,,catalog:amplid--surf-shuttle,unverified,,2026-09-04T18:50:01.363043+00:00
b66c61e3-1927-4124-abef-3c841c43febb,Amplid,Surfari,2025,,,catalog:amplid--surfari,verified,,2026-09-02T23:05:13.572077+00:00
2c730a1a-9431-43d8-bfd8-1f3f51a46d0e,Amplid,The 20,2025,,,catalog:amplid--the-20,unverified,,2026-09-04T18:50:01.363043+00:00
a962e2e4-47b3-495c-b7a5-85ec4efc9ca1,Amplid,Ticket,2021,,,catalog:amplid--ticket,unverified,,2026-09-04T18:50:01.363043+00:00
34efedad-ee8f-480d-b774-80a259db4741,Amplid,Ticket Twin,2021,,,catalog:amplid--ticket-twin,unverified,,2026-09-04T18:50:01.363043+00:00
b2dcb5c4-3cce-40fb-b78e-5d0bdf873c84,Amplid,Time Machine,2026,,,catalog:amplid--time-machine,verified,,2026-09-02T23:05:13.572077+00:00
cb2bcb0b-fd86-4c77-afea-72c951af8ae0,Amplid,Tour Operator,2020,,,catalog:amplid--tour-operator,unverified,,2026-09-04T18:50:01.363043+00:00
a9208df8-fbdd-4ab1-8fa1-47ac129deb97,Amplid,UNW8,2013,,,catalog:amplid--unw8,unverified,,2026-09-04T18:50:01.363043+00:00
8a7e7e67-8c4d-4c37-b19e-864d1ecf4124,Amplid,Wasabi,2023,,,catalog:amplid--wasabi,unverified,,2026-09-04T18:50:01.363043+00:00
907647a6-547e-462a-999c-a969c1d5cfed,Apocalypse / A Snowboards / APO,Blend,2018,,,catalog:apocalypse-a-snowboards-apo--blend,unverified,,2026-09-04T18:50:01.363043+00:00
143df73e-de92-4a91-9494-878e544a03b3,Apocalypse / A Snowboards / APO,Contact,2018,,,catalog:apocalypse-a-snowboards-apo--contact,unverified,,2026-09-04T18:50:01.363043+00:00
453e46bd-97c4-4727-b192-67fea09879c8,Apocalypse / A Snowboards / APO,dbz,2018,,,catalog:apocalypse-a-snowboards-apo--dbz,unverified,,2026-09-04T18:50:01.363043+00:00
18a3328e-cf19-487d-b51a-f03cb90635f8,Apocalypse / A Snowboards / APO,Empire,2018,,,catalog:apocalypse-a-snowboards-apo--empire,unverified,,2026-09-04T18:50:01.363043+00:00
4597b023-d32c-45c3-9024-53f48f3e5516,Apocalypse / A Snowboards / APO,Gem,2018,,,catalog:apocalypse-a-snowboards-apo--gem,unverified,,2026-09-04T18:50:01.363043+00:00
b734ca27-0b8f-4838-a826-46a1c66e3c6d,Apocalypse / A Snowboards / APO,Hype,2018,,,catalog:apocalypse-a-snowboards-apo--hype,unverified,,2026-09-04T18:50:01.363043+00:00
e0f9169d-9623-4fa9-a84c-734e52b348ad,Apocalypse / A Snowboards / APO,Iconic Eero Niemela,2018,,,catalog:apocalypse-a-snowboards-apo--iconic-eero-niemela,unverified,,2026-09-04T18:50:01.363043+00:00
133d4945-99bf-44b2-8203-7d398a998454,Apocalypse / A Snowboards / APO,Iconic Sage Kotsenburg,2018,,,catalog:apocalypse-a-snowboards-apo--iconic-sage-kotsenburg,unverified,,2026-09-04T18:50:01.363043+00:00
fe07d387-62c8-42b9-a42a-465c4c6728d1,Apocalypse / A Snowboards / APO,Iconic Spencer O'Brien,2018,,,catalog:apocalypse-a-snowboards-apo--iconic-spencer-obrien,unverified,,2026-09-04T18:50:01.363043+00:00
5aba0723-5bce-45a1-b822-f9d97f3cedba,Apocalypse / A Snowboards / APO,Jimi Scott,1991,,,https://retrosnow.com/shop/apocalypse/91-apocalypse/apocalypse-jimi-scott/,verified,,2026-09-04T20:38:46.266408+00:00
280bb757-04a3-40d5-b837-7391e05704de,Apocalypse / A Snowboards / APO,Line,2018,,,catalog:apocalypse-a-snowboards-apo--line,unverified,,2026-09-04T18:50:01.363043+00:00
38bd4b1a-0c34-4fcb-820f-601c78c1519e,Apocalypse / A Snowboards / APO,Selekta,2018,,,catalog:apocalypse-a-snowboards-apo--selekta,unverified,,2026-09-04T18:50:01.363043+00:00
2de8943f-b66b-486a-ac8d-f78f323e860f,Apocalypse / A Snowboards / APO,Spray,2018,,,catalog:apocalypse-a-snowboards-apo--spray,unverified,,2026-09-04T18:50:01.363043+00:00
a0b853c1-5745-47ce-9fec-1be51ea514d3,Apocalypse / A Snowboards / APO,Step Up,2018,,,catalog:apocalypse-a-snowboards-apo--step-up,unverified,,2026-09-04T18:50:01.363043+00:00
8ccf60d0-1dd8-468b-b8e9-1311972f009e,Apocalypse / A Snowboards / APO,Supreme,2018,,,catalog:apocalypse-a-snowboards-apo--supreme,unverified,,2026-09-04T18:50:01.363043+00:00
d2c631a2-9906-4e3e-8cce-b1dcfa583137,Apocalypse / A Snowboards / APO,Talent,2018,,,catalog:apocalypse-a-snowboards-apo--talent,unverified,,2026-09-04T18:50:01.363043+00:00
8cac327e-e937-404f-ac5b-33a3967c5eb6,Arbor,A-Frame,2004,,,seed:linestry-research-2026-06,verified,,2026-06-19T05:24:20.410856+00:00
fd8a076d-e504-4fa9-867f-9c87dfe78926,Arbor,Abacus,2008,,,catalog:arbor--abacus,unverified,,2026-09-02T23:05:13.572077+00:00
2e26741b-eaa3-4cd5-a8e8-266428191ecf,Arbor,Alt,2008,,,catalog:arbor--alt,unverified,,2026-09-02T23:05:13.572077+00:00
c17c4dc8-7179-40a7-8f85-b5f32cb45ad5,Arbor,Annex,2020,,,catalog:arbor--annex,unverified,,2026-09-04T18:50:01.363043+00:00
55fd94ae-4824-4ee7-b0ec-d563a8de0d74,Arbor,Astrowaste,2027,,,catalog:arbor--astrowaste,unverified,,2026-09-02T23:05:13.572077+00:00
6c2cff6d-3450-437d-b647-fb16a0bd7ae3,Arbor,Blacklist,2012,,,catalog:arbor--blacklist,unverified,,2026-09-02T23:05:13.572077+00:00
d7095473-abd0-4634-9269-2a1efc71ff57,Arbor,Booger,2014,,,catalog:arbor--booger,verified,,2026-09-04T18:50:01.363043+00:00
d29dd37e-bdba-41d3-bcbc-c0228d9fd2dc,Arbor,Bryan Iguchi Pro,2027,,,catalog:arbor--bryan-iguchi-pro,unverified,,2026-09-02T23:05:13.572077+00:00
296780f3-117e-407e-abdc-17505f41096a,Arbor,Cadence,2008,,,catalog:arbor--cadence,verified,,2026-09-02T23:05:13.572077+00:00
3d57fcfe-b82c-40f7-8b6d-7a406b8e6747,Arbor,Candle Rain Camber,2024,,,catalog:arbor--candle-rain-camber,unverified,,2026-09-04T18:50:01.363043+00:00
58905bc9-89d0-4778-a3c8-af79cf87de76,Arbor,Carbon Coda,2025,,,catalog:arbor--carbon-coda,unverified,,2026-09-04T18:50:01.363043+00:00
92cf0655-4d24-43b5-aa02-0d632b860209,Arbor,Carter,2024,,,catalog:arbor--carter,unverified,,2026-09-04T18:50:01.363043+00:00
bec815fa-e5fd-4652-b288-44d021a00c11,Arbor,Cask,2019,,,catalog:arbor--cask,unverified,,2026-09-04T18:50:01.363043+00:00
337a7a7c-69e1-4170-b115-cb1b551751fc,Arbor,Cavet,2025,,,catalog:arbor--cavet,unverified,,2026-09-04T18:50:01.363043+00:00
115e56c7-b81b-4e35-8053-40c67c13cee6,Arbor,Cheater Rocker,2023,,,catalog:arbor--cheater-rocker,unverified,,2026-09-04T18:50:01.363043+00:00
1869c666-705f-46b9-a6ed-8b3ba61b8ecd,Arbor,Clovis,2017,,,catalog:arbor--clovis,unverified,,2026-09-04T18:50:01.363043+00:00
d66a0928-2f9f-41a2-b571-462c89d96b48,Arbor,Coda,2009,,,seed:linestry-research-2026-06,verified,,2026-06-19T05:24:20.410856+00:00
e57316d7-4ff1-4097-8a7d-c857fc495774,Arbor,Cosa Nostra,2016,,,catalog:arbor--cosa-nostra,unverified,,2026-09-04T18:50:01.363043+00:00
a2e1b54f-44be-4c6f-b3a5-90a45c445864,Arbor,Cross,2003,,,catalog:arbor--cross,unverified,,2026-09-02T23:05:13.572077+00:00
1c2975f0-b0b3-45d4-b29e-020e889df4b2,Arbor,Crossbow,2004,,,catalog:arbor--crossbow,verified,,2026-09-02T23:05:13.572077+00:00
e479e7a7-fec6-4b6c-90cd-067341fb8ca1,Arbor,Crosscut Camber,2020,,,catalog:arbor--crosscut-camber,unverified,,2026-09-04T18:50:01.363043+00:00
79fd34ec-9ba8-477a-b021-eb88fd15fced,Arbor,Danny Kass Park Pro,2027,,,catalog:arbor--danny-kass-park-pro,unverified,,2026-09-02T23:05:13.572077+00:00
f60e6524-d96f-4794-90d1-b60111e3907a,Arbor,Del Rey,2009,,,catalog:arbor--del-rey,unverified,,2026-09-02T23:05:13.572077+00:00
d0503fa2-b164-4e03-a6cd-6b3e12010be0,Arbor,Directionals,1998,,,catalog:arbor--directionals,unverified,,2026-09-04T18:50:01.363043+00:00
e9cc7492-2aca-4d61-a0a0-166420737bad,Arbor,Draft,2004,,,catalog:arbor--draft,verified,,2026-09-02T23:05:13.572077+00:00
c2ea476a-79ae-400d-95eb-4f39ca79e68c,Arbor,Eden,2009,,,catalog:arbor--eden,unverified,,2026-09-02T23:05:13.572077+00:00
eb8ba796-51fb-43b1-9076-0da328b23f8c,Arbor,El Camino,2027,,,catalog:arbor--el-camino,unverified,,2026-09-02T23:05:13.572077+00:00
b25,Arbor,Element,2020,,,seed:linestry-research-2026-06,verified,,2026-03-13T00:16:16.048193+00:00
640e8377-1463-4799-a386-2fd63cbf58ba,Arbor,Element Alt,2007,,,catalog:arbor--element-alt,unverified,,2026-09-04T18:50:01.363043+00:00
be4d0212-c6e3-47e6-86c3-e22b773db3cc,Arbor,Element Black,2018,,,catalog:arbor--element-black,unverified,,2026-09-04T18:50:01.363043+00:00
48ab9fca-52ec-4eb1-96e6-7a2cdec9d345,Arbor,Element CX,2011,,,catalog:arbor--element-cx,unverified,,2026-09-04T18:50:01.363043+00:00
8a2f395c-b14a-4035-9242-d08e16d3caa9,Arbor,Element RX,2011,,,catalog:arbor--element-rx,unverified,,2026-09-04T18:50:01.363043+00:00
c6ac67c7-3c04-4df6-908d-31b17afddf7f,Arbor,Ethos,2014,,,catalog:arbor--ethos,verified,,2026-09-04T18:50:01.363043+00:00
9a46f56c-0558-4697-96b4-e8c8105ab7cf,Arbor,Formula,2004,,,catalog:arbor--formula,verified,,2026-09-02T23:05:13.572077+00:00
7cad4405-e081-4b3c-8a21-b0031efa6463,Arbor,Foundation,2016,,,catalog:arbor--foundation,unverified,,2026-09-04T18:50:01.363043+00:00
