event_id,discipline,division_label,division_gender,division_class,division_age_band,event_name,place,rider_name,nationality,score_or_time,notes,sources,confidence,citation_status
laax-open--2018,halfpipe,,men,open,,,3,Yiwei Zhang,CHN,87.00,,"{""https://www.fis-ski.com/en/snowboard/freestyle-snowboard/news-multimedia/news/article=liu-and-podladtchikov-win-laax-open-halfpipe-event-kim-and-totsuka-win-2018-halfpipe-world-cup-title"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2018,halfpipe,,women,open,,,1,Jiayu Liu,CHN,96.25,,"{""https://www.fis-ski.com/en/snowboard/freestyle-snowboard/news-multimedia/news/article=liu-and-podladtchikov-win-laax-open-halfpipe-event-kim-and-totsuka-win-2018-halfpipe-world-cup-title"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2018,halfpipe,,women,open,,,2,Xuetong Cai,CHN,83.75,,"{""https://www.fis-ski.com/en/snowboard/freestyle-snowboard/news-multimedia/news/article=liu-and-podladtchikov-win-laax-open-halfpipe-event-kim-and-totsuka-win-2018-halfpipe-world-cup-title"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2018,halfpipe,,women,open,,,3,Queralt Castellet,ESP,81.75,,"{""https://www.fis-ski.com/en/snowboard/freestyle-snowboard/news-multimedia/news/article=liu-and-podladtchikov-win-laax-open-halfpipe-event-kim-and-totsuka-win-2018-halfpipe-world-cup-title"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2019,halfpipe,,men,open,,,1,Scotty James,AUS,95.85,,"{""https://www.worldsnowboardguide.com/news/halfpipe-night-finals-at-laax-open-2019.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2019,halfpipe,,men,open,,,2,Yuto Totsuka,JPN,,,"{""https://www.worldsnowboardguide.com/news/halfpipe-night-finals-at-laax-open-2019.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2019,halfpipe,,men,open,,,3,Jake Pates,USA,,,"{""https://www.worldsnowboardguide.com/news/halfpipe-night-finals-at-laax-open-2019.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2019,halfpipe,,women,open,,,1,Chloe Kim,USA,93.75,,"{""https://www.worldsnowboardguide.com/news/halfpipe-night-finals-at-laax-open-2019.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2019,halfpipe,,women,open,,,2,Queralt Castellet,ESP,,,"{""https://www.worldsnowboardguide.com/news/halfpipe-night-finals-at-laax-open-2019.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2019,halfpipe,,women,open,,,3,Arielle Gold,USA,,,"{""https://www.worldsnowboardguide.com/news/halfpipe-night-finals-at-laax-open-2019.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2019,slopestyle,,men,open,,,1,Chris Corning,USA,89.10,,"{""https://www.fis-ski.com/snowboard-park-and-pipe/news/2018-19/corning-and-norendal-tops-in-laax-open-slopestyle-world-cup""}",verified,live-source
laax-open--2019,slopestyle,,men,open,,,2,Staale Sandbech,NOR,87.35,,"{""https://www.fis-ski.com/snowboard-park-and-pipe/news/2018-19/corning-and-norendal-tops-in-laax-open-slopestyle-world-cup""}",verified,live-source
laax-open--2019,slopestyle,,men,open,,,3,Moritz Thoenen,SUI,80.55,,"{""https://www.fis-ski.com/snowboard-park-and-pipe/news/2018-19/corning-and-norendal-tops-in-laax-open-slopestyle-world-cup""}",verified,live-source
laax-open--2019,slopestyle,,women,open,,,1,Silje Norendal,NOR,78.35,,"{""https://www.fis-ski.com/snowboard-park-and-pipe/news/2018-19/corning-and-norendal-tops-in-laax-open-slopestyle-world-cup""}",verified,live-source
laax-open--2019,slopestyle,,women,open,,,2,Celia Petrig,SUI,67.60,,"{""https://www.fis-ski.com/snowboard-park-and-pipe/news/2018-19/corning-and-norendal-tops-in-laax-open-slopestyle-world-cup""}",verified,live-source
laax-open--2019,slopestyle,,women,open,,,3,Sina Candrian,SUI,65.42,,"{""https://www.fis-ski.com/snowboard-park-and-pipe/news/2018-19/corning-and-norendal-tops-in-laax-open-slopestyle-world-cup""}",verified,live-source
laax-open--2020,halfpipe,,men,open,,,1,Scotty James,AUS,,,"{""https://www.weissearena.com/medienmitteilungen/laax-open-2020-gipfelten-im-halfpipe-nachtfinale-queralt-castellet-spa-und-scotty-james-aus-gewinnen-die-halfpipe-titel/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,halfpipe,,men,open,,,2,Yuto Totsuka,JPN,,,"{""https://www.weissearena.com/medienmitteilungen/laax-open-2020-gipfelten-im-halfpipe-nachtfinale-queralt-castellet-spa-und-scotty-james-aus-gewinnen-die-halfpipe-titel/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,halfpipe,,men,open,,,3,Taylor Gold,USA,,,"{""https://www.weissearena.com/medienmitteilungen/laax-open-2020-gipfelten-im-halfpipe-nachtfinale-queralt-castellet-spa-und-scotty-james-aus-gewinnen-die-halfpipe-titel/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,halfpipe,,women,open,,,1,Queralt Castellet,ESP,,,"{""https://www.weissearena.com/medienmitteilungen/laax-open-2020-gipfelten-im-halfpipe-nachtfinale-queralt-castellet-spa-und-scotty-james-aus-gewinnen-die-halfpipe-titel/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,halfpipe,,women,open,,,2,Xuetong Cai,CHN,,,"{""https://www.weissearena.com/medienmitteilungen/laax-open-2020-gipfelten-im-halfpipe-nachtfinale-queralt-castellet-spa-und-scotty-james-aus-gewinnen-die-halfpipe-titel/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,halfpipe,,women,open,,,3,Jiayu Liu,CHN,,,"{""https://www.weissearena.com/medienmitteilungen/laax-open-2020-gipfelten-im-halfpipe-nachtfinale-queralt-castellet-spa-und-scotty-james-aus-gewinnen-die-halfpipe-titel/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,slopestyle,,men,open,,,1,Sebastien Toutant,CAN,87.45,,"{""https://www.fis-ski.com/snowboard/park-and-pipe/pipe-and-slope/news-multimedia/news/marino-and-toutant-rise-above-in-epic-laax-slopestyle-season-opener"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,slopestyle,,men,open,,,2,Red Gerard,USA,85.45,,"{""https://www.fis-ski.com/snowboard/park-and-pipe/pipe-and-slope/news-multimedia/news/marino-and-toutant-rise-above-in-epic-laax-slopestyle-season-opener"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,slopestyle,,men,open,,,3,Judd Henkes,USA,82.33,,"{""https://www.fis-ski.com/snowboard/park-and-pipe/pipe-and-slope/news-multimedia/news/marino-and-toutant-rise-above-in-epic-laax-slopestyle-season-opener"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,slopestyle,,women,open,,,1,Julia Marino,USA,81.30,,"{""https://www.fis-ski.com/snowboard/park-and-pipe/pipe-and-slope/news-multimedia/news/marino-and-toutant-rise-above-in-epic-laax-slopestyle-season-opener"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,slopestyle,,women,open,,,2,Reira Iwabuchi,JPN,76.95,,"{""https://www.fis-ski.com/snowboard/park-and-pipe/pipe-and-slope/news-multimedia/news/marino-and-toutant-rise-above-in-epic-laax-slopestyle-season-opener"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2020,slopestyle,,women,open,,,3,Katie Ormerod,GBR,64.20,,"{""https://www.fis-ski.com/snowboard/park-and-pipe/pipe-and-slope/news-multimedia/news/marino-and-toutant-rise-above-in-epic-laax-slopestyle-season-opener"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,halfpipe,,men,open,,,1,Yuto Totsuka,JPN,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,halfpipe,,men,open,,,2,Scotty James,AUS,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,halfpipe,,men,open,,,3,Ruka Hirano,JPN,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,halfpipe,,women,open,,,1,Chloe Kim,USA,89.75,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,halfpipe,,women,open,,,2,Mitsuki Ono,JPN,76.50,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,halfpipe,,women,open,,,3,Sena Tomita,JPN,75.75,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,slopestyle,,men,open,,,1,Niklas Mattsson,SWE,84.28,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,slopestyle,,men,open,,,2,Leon Vockensperger,GER,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,slopestyle,,men,open,,,3,Marcus Kleveland,NOR,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,slopestyle,,women,open,,,1,Jamie Anderson,USA,84.35,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,slopestyle,,women,open,,,2,Zoi Sadowski Synnott,NZL,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2021,slopestyle,,women,open,,,3,Tess Coady,AUS,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2021.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,halfpipe,,men,open,,,1,Ayumu Hirano,JPN,93.25,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,halfpipe,,men,open,,,2,Jan Scherrer,SUI,90.00,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,halfpipe,,men,open,,,3,Shaun White,USA,84.00,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,halfpipe,,women,open,,,1,Chloe Kim,USA,90.25,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,halfpipe,,women,open,,,2,Mitsuki Ono,JPN,89.00,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,halfpipe,,women,open,,,3,Queralt Castellet,ESP,80.00,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,slopestyle,,men,open,,,1,Sean Fitzsimons,USA,80.91,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,slopestyle,,men,open,,,2,Stale Sandbech,NOR,80.43,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,slopestyle,,men,open,,,3,Jake Canter,USA,74.76,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,slopestyle,,women,open,,,1,Tess Coady,AUS,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,slopestyle,,women,open,,,2,Anna Gasser,AUT,78.56,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2022,slopestyle,,women,open,,,3,Annika Morgan,GER,76.61,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2022-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,halfpipe,,men,open,,,1,Ruka Hirano,JPN,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,halfpipe,,men,open,,,2,Scotty James,AUS,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,halfpipe,,men,open,,,3,Yuto Totsuka,JPN,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,halfpipe,,women,open,,,1,Mitsuki Ono,JPN,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,halfpipe,,women,open,,,2,Shaotong Wu,CHN,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,halfpipe,,women,open,,,3,Maddie Mastro,USA,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,slopestyle,,men,open,,,1,Marcus Kleveland,NOR,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,slopestyle,,men,open,,,2,Dusty Henricksen,USA,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,slopestyle,,men,open,,,3,Sven Thorgren,SWE,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,slopestyle,,women,open,,,1,Zoi Sadowski Synnott,NZL,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,slopestyle,,women,open,,,2,Mia Brookes,GBR,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2023,slopestyle,,women,open,,,3,Anna Gasser,AUT,,,"{""https://whitelines.com/snowboard-culture/snowboard-events/laax-open-2023-recap.html"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,halfpipe,,men,open,,,1,Scotty James,AUS,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,halfpipe,,men,open,,,2,Valentino Guseli,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,halfpipe,,men,open,,,3,Ruka Hirano,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,halfpipe,,women,open,,,1,Mitsuki Ono,JPN,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,halfpipe,,women,open,,,2,Bea Kim,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,halfpipe,,women,open,,,3,Ruki Tomita,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,slopestyle,,men,open,,,1,Liam Brearley,CAN,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,slopestyle,,men,open,,,2,Ryoma Kimata,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,slopestyle,,men,open,,,3,Cameron Spalding,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,slopestyle,,women,open,,,1,Julia Marino,USA,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,slopestyle,,women,open,,,2,Annika Morgan,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2024,slopestyle,,women,open,,,3,Anna Gasser,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2025,halfpipe,,men,open,,,1,Scotty James,AUS,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2025,halfpipe,,men,open,,,2,Ruka Hirano,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2025,halfpipe,,men,open,,,3,Ayumu Hirano,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2025,halfpipe,,women,open,,,1,Chloe Kim,USA,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
laax-open--2025,halfpipe,,women,open,,,2,Maddie Mastro,,,,"{""https://laaxopen.com/en/results/"",""https://laaxopen.com/en/hall-of-fame/""}",verified,live-source
